Token;accord
mais;
en;
meme;
temps;
j';
avais;
"
";
peur;
d';
apprendre;
.;
Je;
sentais;
qu';
il;
y;
avait;
la;
-0;
dessous;
quelque;
mystere;
"
";
d';
infamie;
qui;
m';
aurait;
oblige;
a;
fuir;
...;
Ce;
jour;
-0;
la;
0;
cependant;
0;
j';
osai;
"
";
l';
interroger;
0;
comme;
tu;
vois;
.;
Cela;
la;
surprit;
beaucoup;
.;
Elle;
hesita;
un;
"
";
moment;
0;
puis;
elle;
me;
dit;
avec;
effort;
0;
d';
une;
voix;
sourde;
:;
"
";
-0;
Donnez;
-moi;
la;
boite;
0;
vous;
saurez;
tout;
.;
"
";
a;
Alors;
0;
je;
lui;
donnai;
la;
boite;
";";
Jacques;
0;
c';
est;
infame;
0;
n';
est;
-ce;
pasl;
"
";
Elle;
l';
ouvrit;
en;
fremissant;
de;
plaisir;
et;
se;
mit;
a;
lire;
toutes;
les;
lettres;
0;
LE;
CEUR;
DE;
SUCRE;
"
";
I99;
"
";
-0;
il;
y;
en;
avait;
une;
vingtaine;
0;
-0;
lentement;
0;
a;
demi-voix;
0;
sans;
sauter;
"
";
une;
ligne;
.;
Cette;
histoire;
d';
amour;
0;
fraiche;
et;
pudique;
0;
paraissait;
l';
inte-;
"
";
resser;
beaucoup;
.;
Je;
la;
lui;
avais;
racontee;
0;
mais;
a;
ma;
facon;
0;
lui;
donnant;
"
";
les;
yeux;
noirs;
pour;
une;
jeune;
fille;
de;
la;
plus;
haute;
noblesse;
0;
que;
ses;
"
";
parents;
refusaient;
de;
marier;
a;
ce;
petit;
plebeien;
de;
Daniel;
Eyssette;
";";
"
";
tu;
reconnais;
bien;
la;
ma;
ridicule;
vanite;
.;
"
 ";
De;
temps;
en;
temps;
0;
elle;
interrompait;
sa;
lecture;
pour;
dire;
:;
"
";
Tiens;
l;
c';
est;
gentil;
0;
gca;
l;
ou;
bien;
encore;
:;
Oh;
l;
oh;
l;
pour;
une;
fillenoble;
...;
"
";
Puis;
0;
a;
mesure;
qu';
elle;
les;
avait;
lues;
0;
elle;
les;
approchait;
de;
la;
bougie;
et;
"
";
les;
regardait;
brler;
avec;
un;
rire;
mechant;
.;
Moi;
0;
je;
la;
laissais;
faire;
";";
je;
"
";
voulais;
savoir;
o;
elle;
allait;
tous;
les;
matins;
de;
huit;
a;
dix;
...;
"
";
aOr;
0;
parmi;
ces;
lettres;
0;
il;
y;
en;
avait;
une;
ecrite;
sur;
du;
papier;
de;
la;
"
";
maison;
Pierrotte;
0;
du;
papier;
a;
tete;
0;
avec;
trois;
petites;
assiettes;
vertes;
dans;
"
";
le;
haut;
0;
et;
au;
-0;
dessous;
:;
Porcelaines;
et;
cristaux;
.;
Pierrotte;
0;
successeur;
de;
"
";
Lalouette;
...;
Pauvres;
yeux;
noirsl;
sans;
doute;
un;
jour;
0;
au;
magasin;
0;
ils;
"
";
avaient;
eprouve;
le;
besoin;
de;
m';
ecrire;
0;
et;
le;
premier;
papier;
venu;
leur;
"
";
avait;
semble;
bon;
...;
Tu;
penses;
0;
quelle;
decouverte;
pour;
la;
tragediennel;
"
";
Jusque;
-0;
la;
elle;
avait;
cru;
a;
mon;
histoire;
de;
fille;
noble;
et;
de;
parents;
"
";
grands;
seigneurs;
";";
mais;
quand;
elle;
en;
fut;
a;
cette;
lettre;
0;
elle;
comprit;
"
";
tout;
et;
partit;
d';
un;
grand;
eclat;
de;
rire;
:;
"
";
-0;
La;
voila;
donc;
0;
cette;
jeune;
patricienne;
0;
cette;
perle;
du;
noble;
"
";
faubourg;
...;
elle;
s';
appelle;
Pierrotte;
et;
vend;
de;
la;
porcelaine;
au;
passage;
"
";
du;
Saumon;
...;
Ahl;
je;
comprends;
maintenant;
pourquoi;
vous;
ne;
vouliez;
"
";
pas;
me;
donner;
la;
bofte.o;
Et;
elle;
riait;
0;
elle;
riait;
..;
"
";
--;
Mon;
cher;
0;
je;
ne;
sais;
pas;
ce;
qui;
me;
prit;
";";
la;
honte;
0;
le;
depit;
0;
la;
"
";
rage;
..;
Je;
n';
y;
voyais;
plus;
.;
Je;
me;
jetai;
sur;
elle;
pour;
lui;
arracher;
les;
"
";
lettres;
.;
Elle;
eut;
peur;
0;
fit;
un;
pas;
en;
arriere;
0;
et;
s';
empetrant;
dans;
sa;
"
";
traine;
0;
tomba;
0;
avec;
un;
grand;
cri;
.;
Son;
horrible;
negresse;
l';
entendit;
"
";
de;
la;
chambre;
a;
cOte;
et;
accourut;
aussitOt;
0;
nue;
0;
noire;
0;
hideuse;
0;
decoiffee;
.;
"
";
e;
voulais;
l';
empecher;
d';
entrer;
0;
mais;
d';
un;
revers;
de;
sa;
grosse;
main;
"
";
huileuse;
elle;
me;
cloua;
contre;
la;
muraille;
et;
se;
campa;
entre;
sa;
maitresse;
"
";
et;
moi;
.;
"
";
L';
autre;
0;
pendant;
ce;
temps;
0;
s';
etait;
relevee;
et;
pleurait;
ou;
faisait;
"
";
semblant;
.;
Tout;
en;
pleurant;
0;
elle;
continuait;
a;
fouiller;
dans;
la;
boite;
:;
"
";
-0;
Tu;
ne;
sais;
pas;
0;
disait;
-elle;
a;
sa;
negresse;
0;
tu;
ne;
sais;
pas;
pourquoi;
"
";
il;
a;
voulu;
me;
battre;
...;
Parce;
que;
j';
ai;
decouvert;
que;
sa;
demoiselle;
"
";
noble;
n';
est;
pas;
noble;
du;
tout;
0;
et;
qu';
elle;
vend;
des;
assiettes;
dans;
un;
"
";
passage;
...;
2oo;
"
";
LE;
PETIT;
CHOSE;
"
";
a--;
Tout;
ca;
qui;
porte;
zeperons;
0;
pas;
maquignon;
0;
dit;
la;
vieille;
"
";
en;
forme;
de;
sentence;
.;
"
";
a-;
Tiens;
0;
regarde;
0;
fit;
la;
tragedienne;
0;
regarde;
les;
gages;
d';
amour;
"
";
que;
lui;
donnait;
sa;
boutiquiere;
...;
Quatre;
crins;
de;
son;
chignon;
et;
un;
"
";
bouquet;
de;
violettes;
d';
un;
sou;
...;
Approche;
ta;
lampe;
0;
Coucou;
-0;
Blanc;
.;
"
";
a;
La;
negresse;
approcha;
sa;
lampe;
";";
les;
cheveux;
et;
les;
fleurs;
flam-;
"
";
berent;
en;
petillant;
.;
Je;
laissai;
faire;
";";
j';
etais;
atterre;
.;
"
";
-0;
Ohl;
ohl;
qu';
est;
-ce;
que;
ceci;
?;
continua;
la;
tragedienne;
en;
depliant;
"
";
un;
papier;
de;
soie;
...;
Une;
dent;
...;
Nonl;
gca;
a;
l';
air;
d';
etre;
en;
sucre;
...;
Ma;
"
";
foi;
0;
oui;
...;
c';
est;
une;
sucrerie;
allegorique;
...;
un;
petit;
ceur;
en;
sucre;
.;
"
 ";
Helasl;
un;
jour;
0;
a;
la;
foire;
des;
Pres-Saint-Gervais;
0;
les;
yeux;
noirs;
"
";
avaient;
achete;
ce;
petit;
ceur;
en;
sucre;
et;
me;
l';
avaient;
donne;
en;
me;
"
";
disant;
:;
"
";
-0;
Je;
vous;
donne;
mon;
ceur;
.;
"
";
La;
negresse;
le;
regardait;
d';
un;
eil;
d';
envie;
.;
"
";
--;
Tu;
le;
veuxl;
Coucou;
0;
lui;
cria;
la;
maitresse;
...;
Eh;
bienl;
attrape;
...;
"
 ";
Et;
elle;
lui;
jeta;
dans;
la;
bouche;
comme;
a;
un;
chien;
...;
C';
est;
peut;
-0;
etre;
"
";
ridicule;
";";
mais;
quand;
j';
ai;
entendu;
le;
sucre;
craquer;
sous;
la;
meule;
de;
"
";
la;
negresse;
0;
j';
ai;
frissonne;
des;
pieds;
a;
la;
tete;
.;
Il;
me;
semblait;
que;
c';
etait;
"
";
le;
propre;
cceur;
des;
yeux;
noirs;
que;
ce;
monstre;
aux;
dents;
noires;
devo-;
"
";
rait;
si;
joyeusement;
.;
"
";
Tu;
crois;
peut;
-0;
etre;
0;
mon;
pauvre;
acques;
0;
qu';
apres;
cela;
tout;
a;
"
";
ete;
fini;
entre;
nous;
?;
Eh;
bienl;
mon;
cher;
0;
si;
au;
lendemain;
de;
cette;
scene;
"
";
tu;
etais;
entre;
chez;
Irma;
Borel;
0;
tu;
l';
aurais;
trouvee;
repetant;
le;
r6le;
"
";
d';
Hermione;
avec;
son;
bossu;
0;
et;
0;
dans;
un;
coin;
0;
sur;
une;
natte;
0;
a;
cote;
du;
"
";
kakatoes;
0;
tu;
aurais;
vu;
un;
jeune;
Turc;
accroupi;
0;
avec;
une;
grande;
"
";
pipe;
qui;
lui;
faisait;
trois;
fois;
le;
tour;
du;
corps;
...;
Quelle;
tete;
a;
carac''e;
"
";
vous;
avez;
0;
mon;
Dani;
-0;
Danl;
"
 ";
MIais;
0;
au;
moins;
0;
diras;
-0;
tu;
0;
pour;
prix;
de;
ton;
infamie;
0;
tu;
as;
su;
ce;
"
";
que;
tu;
voulais;
savoir;
et;
ce;
qu';
elle;
devenait;
tous;
les;
matins;
0;
de;
huit;
a;
"
";
dix;
Oui;
0;
acques;
0;
je;
l';
ai;
su;
0;
mais;
ce;
matin;
seulement;
0;
a;
la;
suite;
d';
une;
"
";
scene;
terrible;
0;
-0;
la;
derniere;
par;
exemple;
:;
-0;
que;
je;
vais;
te;
raconter;
...;
"
";
Mais;
0;
chutl;
...;
Quelqu';
un;
monte;
...;
Si;
c';
etait;
elle;
0;
si;
elle;
venait;
me;
"
";
relancer;
encore;
?;
...;
C';
est;
qu';
elle;
en;
est;
bien;
capable;
0;
meme;
apres;
ce;
"
";
qui;
s';
est;
passe;
.;
Attendsl;
...;
Je;
vais;
fermer;
la;
porte;
a;
double;
tour;
...;
"
";
Elle;
n';
entrera;
pas;
0;
n';
aie;
pas;
peur;
...;
"
";
aIl;
ne;
faut;
pas;
qu';
elle;
entre;
.;
LE;
CEUR;
DE;
SUCRE;
"
";
aMinuit;
.;
"
";
zor;
"
";
a;
Ce;
n';
est;
pas;
elle;
";";
c';
etait;
sa;
negresse;
.;
Cela;
m';
etonnait;
aussi;
";";
je;
"
";
n';
avais;
pas;
entendu;
rentrer;
sa;
voiture;
...;
Coucou;
-0;
Blanc;
vient;
de;
se;
"
";
coucher;
.;
A;
travers;
la;
cloison;
0;
j';
entends;
le;
glouglou;
de;
la;
bouteille;
et;
"
";
l';
horrible;
refrain;
...;
tolocototignan;
...;
MIaintenant;
elle;
ronfle;
";";
on;
dirait;
"
";
le;
balancier;
d';
une;
grosse;
horloge;
.;
"
";
Voici;
comment;
ont;
fini;
nos;
tristes;
amours;
.;
"
";
Il;
y;
a;
trois;
semaines;
a;
peu;
pres;
0;
le;
bossu;
qui;
lui;
donne;
des;
lecons;
"
";
lui;
declara;
qu';
elle;
etait;
mure;
pour;
les;
grands;
succes;
tragiques;
et;
qu';
il;
"
";
voulait;
la;
faire;
entendre;
0;
ainsi;
que;
quelques;
autres;
de;
ses;
eleves;
.;
"
 ";
Voilha;
ma;
tragedienne;
ravie;
...;
Comme;
on;
n';
a;
pas;
de;
theatre;
sous;
"
";
la;
main;
0;
on;
convient;
de;
changer;
en;
salle;
de;
spectacle;
l';
atelier;
d';
un;
de;
"
";
ces;
messieurs;
0;
et;
d';
envoyer;
des;
invitations;
a;
tous;
les;
directeurs;
de;
"
";
theatre;
de;
Paris;
...;
Quant;
a;
la;
piece;
de;
debut;
0;
apres;
avoir;
longtemps;
"
";
discute;
0;
on;
se;
decide;
pour;
Athalie;
...;
De;
toutes;
les;
pieces;
du;
repertoire;
0;
"
";
c';
etait;
celle;
que;
les;
eleves;
du;
bossu;
savaient;
le;
mieux;
.;
Onn';
avait;
besoin;
"
";
pour;
la;
mettre;
sur;
pied;
que;
de;
quelques;
raccords;
et;
repetitions;
"
";
d';
ensemble;
.;
Va;
donc;
pour;
Athalie;
...;
Comme;
Irma;
Borel;
etait;
trop;
grande;
"
";
dame;
pour;
se;
deranger;
0;
les;
repetitions;
se;
firent;
chez;
elle;
.;
Chaque;
jour;
0;
"
";
le;
bossu;
amenait;
ses;
eleves;
0;
quatre;
ou;
cinq;
grandes;
filles;
maigres;
0;
solen-;
"
";
nelles;
0;
drapees;
dans;
des;
cachemires;
francais;
a;
treize;
francs;
cinquante;
0;
"
";
et;
trois;
ou;
quatre;
pauvres;
diables;
avec;
des;
habits;
de;
papier;
noirci;
et;
"
";
des;
tetes;
de;
naufrages;
...;
On;
repetait;
tout;
le;
jour;
0;
excepte;
de;
huit;
a;
dix;
";";
"
";
car;
0;
malgre;
les;
apprets;
de;
la;
representation;
0;
les;
mysterieuses;
sorties;
"
";
n';
avaient;
pas;
cesse;
.;
Irma;
0;
le;
bossu;
0;
les;
eleves;
tout;
le;
monde;
travaillait;
"
";
avec;
rage;
.;
Pendant;
deux;
jours;
on;
oublia;
de;
donner;
a;
manger;
au;
kakatoes;
.;
"
";
Quant;
au;
jeune;
Dani;
-0;
Dan;
0;
on;
ne;
s';
occupait;
plus;
de;
lui;
...;
En;
somme;
0;
"
";
tout;
allait;
bien;
";";
l';
atelier;
etait;
pare;
0;
le;
theatre;
construit;
0;
les;
costumes;
"
";
prets;
0;
les;
invitations;
faites;
.;
Voilh;
que;
trois;
ou;
quatre;
jours;
avant;
la;
"
";
representation;
0;
le;
jeune;
Eliacin;
-0;
une;
fillette;
de;
dix;
ans;
0;
la;
niece;
du;
"
";
bossu;
-0;
tombe;
malade;
...;
Comment;
faire;
Oi;
trouver;
un;
Eliacin;
0;
"
";
un;
enfant;
capable;
d';
apprendre;
son;
role;
en;
trois;
jours;
?;
...;
Consterna-;
"
";
tion;
generale;
.;
Tout;
a;
coup;
0;
Irma;
Borel;
se;
tourne;
vers;
moi;
:;
"
";
-0;
Au;
fait;
0;
Dani;
-0;
Dan;
0;
si;
vous;
vous;
en;
chargiezk;
"
";
a-;
Moi;
?;
Vous;
plaisantez;
...;
A;
mon;
agel;
...;
"
";
a-;
Ne;
dirait;
-on;
pas;
que;
c';
est;
un;
homme;
...;
MIais;
mon;
petit;
0;
vous2;
oz;
"
";
LE;
PETIT;
CHOSE;
"
";
avez;
l';
air;
d';
avoir;
quinze;
ans;
";";
en;
scene;
0;
costume;
0;
maquille;
0;
vous;
en;
"
";
paraitrez;
douze;
...;
D';
ailleurs;
le;
role;
est;
tout;
h;
fait;
dans;
le;
caractere;
de;
"
";
votre;
tete;
.;
"
 ";
Mon;
cher;
ami;
0;
j';
eus;
beau;
me;
debattre;
.;
Il;
fallut;
en;
passer;
par;
oi;
"
";
elle;
voulait;
0;
comme;
toujours;
.;
Je;
suis;
si;
lache;
...;
"
 ";
La;
representation;
eut;
lieu;
...;
Ahl;
si;
j';
avais;
le;
ceur;
a;
rire;
0;
comme;
"
";
je;
t';
amuserais;
avec;
le;
recit;
de;
cette;
journee;
...;
On;
avait;
compte;
sur;
"
";
les;
directeurs;
du;
Gymnase;
et;
du;
Theatre;
-0;
Francais;
";";
mais;
il;
parafit;
"
";
que;
ces;
messieurs;
avaient;
affaire;
ailleurs;
0;
et;
nous;
nous;
contentames;
"
";
d';
un;
directeur;
de;
la;
banlieue;
0;
amene;
au;
dernier;
moment;
.;
En;
somme;
0;
"
";
ce;
petit;
spectacle;
de;
famille;
n';
alla;
pas;
trop;
de;
travers;
...;
Irma;
Borel;
fut;
"
";
tres;
applaudie;
...;
Moi;
0;
je;
trouvais;
que;
cette;
Athalie;
de;
Cuba;
etait;
trop;
"
";
emphatique;
0;
qu';
elle;
manquait;
d';
expression;
0;
et;
parlait;
le;
frangais;
"
";
comme;
une;
...;
fauvette;
espagnole;
";";
mais;
0;
bahl;
ses;
amis;
les;
artistes;
n';
y;
"
";
regardaient;
pas;
de;
si;
pres;
.;
Le;
costume;
etait;
authentique;
0;
la;
cheville;
"
";
fine;
0;
le;
cou;
bien;
attache;
...;
C';
est;
tout;
ce;
qu';
il;
leur;
fallait;
.;
Quant;
a;
moi;
0;
"
";
le;
caractere;
de;
ma;
tete;
me;
valut;
aussi;
un;
tres;
beau;
succes;
0;
moins;
"
";
beau;
pourtant;
que;
celui;
de;
Coucou;
-0;
Blanc;
dans;
le;
role;
muet;
de;
la;
"
";
nourrice;
.;
Il;
est;
vrai;
que;
la;
tete;
de;
la;
negresse;
avait;
encore;
plus;
de;
"
";
caractere;
que;
la;
mienne;
.;
Aussi;
0;
lorsqu';
au;
cinquieme;
acte;
elle;
parut;
"
";
tenant;
sur;
son;
poing;
l';
enorme;
kakatoes;
0;
-0;
son;
Turc;
0;
sa;
negresse;
0;
"
";
son;
kakatoes;
0;
la;
tragedienne;
avait;
voulu;
que;
nous;
figurions;
tous;
dans;
"
";
la;
piece;
0;
-0;
et;
roulant;
d';
un;
air;
etonne;
de;
gros;
yeux;
blancs;
tres;
feroces;
0;
"
";
il;
y;
eut;
par;
toute;
la;
salle;
une;
formidable;
explosion;
de;
bravos;
.;
a;
Quel;
"
";
succesln;
disait;
Athalie;
rayonnante;
...;
"
";
Jacques;
!;
..;
Jacquesl;
...;
J';
entends;
sa;
voiture;
qui;
rentre;
.;
Ohl;
la;
"
";
miserable;
femmel;
D';
oi;
vient;
-elle;
si;
tard;
?;
Elle;
1'a;
donc;
oubliee;
notre;
"
";
horrible;
matinee;
";";
moi;
qui;
en;
tremble;
encorel;
"
 ";
La;
porte;
s';
est;
refermee;
...;
Pourvu;
maintenant;
qu';
elle;
ne;
monte;
"
";
pasl;
Vois;
-0;
tu;
0;
c';
est;
terrible;
0;
le;
voisinage;
d';
une;
femme;
qu';
on;
execreln;
"
";
a;
Une;
heure;
.;
"
 ";
La;
representation;
que;
je;
viens;
de;
te;
raconter;
a;
eu;
lieu;
il;
y;
a;
trois;
"
";
jours;
.;
"
 ";
Pendant;
ces;
trois;
jours;
0;
elle;
a;
ete;
gaie;
0;
douce;
0;
affectueuse;
0;
char-;
"
";
mante;
.;
Elle;
n';
a;
pas;
une;
fois;
battu;
sa;
negresse;
.;
A;
plusieurs;
reprises;
0;
"
";
elle;
m';
a;
demande;
de;
tes;
nouvelles;
0;
si;
tu;
toussais;
toujours;
";";
et;
pourtant;
0;
LE;
CEUR;
DE;
sUCRE;
"
";
zog;
"
";
rLL;
---;
LL;
-0;
LLL;
-0;
L.L.L;
-0;
LL;
--;
L;
-0;
LLLLLLLLLLLLLLL;
-0;
LL;
-0;
LLLLLLLL;
-0;
LLLLL;
-0;
LL;
-0;
L;
"
";
Dieu;
sait;
qu';
elle;
ne;
t';
aime;
pas;
..;
J';
aurais;
d;
me;
douter;
de;
quelque;
"
";
chose;
.;
"
";
Ce;
matin;
0;
elle;
entre;
dans;
ma;
chambre;
0;
comme;
neuf;
heures;
son-;
"
";
naient;
.;
Neuf;
heuresl;
...;
Jamais;
je;
ne;
l';
avais;
vue;
a;
cette;
heure;
-0;
lal;
...;
"
";
Elle;
s';
approche;
de;
moi;
et;
me;
dit;
en;
souriant;
:;
"
";
a-;
Il;
est;
neuf;
heuresl;
"
";
Puis;
tout;
a;
coup;
0;
devenant;
solennelle;
:;
"
";
a-;
Mon;
ami;
0;
me;
dit;
-elle;
0;
je;
vous;
ai;
trompe;
.;
Quand;
nous;
nous;
"
";
sommes;
rencontres;
0;
je;
n';
etais;
pas;
libre;
.;
Il;
y;
avait;
un;
homme;
dans;
ma;
"
";
vie;
0;
lorsque;
vous;
y;
etes;
entre;
";";
un;
homme;
a;
qui;
je;
dois;
mon;
luxe;
0;
mes;
"
";
loisirs;
0;
tout;
ce;
que;
j';
ai;
.;
"
";
Je;
te;
le;
disais;
bien;
0;
Jacques;
0;
qu';
il;
y;
avait;
quelque;
infamie;
sous;
"
";
ce;
mystere;
.;
"
";
-0;
...;
Du;
jour;
ou;
je;
vous;
ai;
connu;
0;
cette;
liaison;
m';
est;
devenue;
"
";
odieuse;
...;
Si;
je;
ne;
vous;
en;
ai;
pas;
parle;
0;
c';
est;
que;
je;
vous;
connaissais;
"
";
trop;
fier;
pour;
consentir;
a;
me;
partager;
avec;
un;
autre;
.;
Si;
je;
ne;
l';
ai;
pas;
"
";
brisee;
0;
c';
est;
parce;
qu';
il;
m';
en;
coutait;
de;
renoncer;
a;
cette;
existence;
"
";
indolente;
et;
luxueuse;
pour;
laquelle;
je;
suis;
nee;
...;
Aujourd'hui;
0;
je;
ne;
"
";
peux;
plus;
vivre;
ainsi;
...;
Ce;
mensonge;
me;
pese;
0;
cette;
trahison;
de;
tous;
"
";
les;
jours;
me;
rend;
folle;
...;
Et;
si;
vous;
voulez;
encore;
de;
moi;
apres;
l';
aveu;
"
";
que;
je;
viens;
de;
vous;
faire;
0;
je;
suis;
prete;
a;
tout;
quitter;
et;
a;
vivre;
avec;
"
";
vous;
dans;
un;
coin;
0;
ou;
vous;
voudrez;
...;
"
";
Ces;
derniers;
mots;
oi;
vous;
voudrezn;
furent;
dits;
a;
voix;
basse;
0;
"
";
tout;
pres;
de;
moi;
0;
presque;
sur;
mes;
levres;
0;
pour;
me;
griser;
..;
"
";
a;
J';
eus;
pourtant;
le;
courage;
de;
lui;
repondre;
0;
et;
meme;
tres;
sechement;
0;
"
";
que;
j';
etais;
pauvre;
0;
que;
je;
ne;
gagnais;
pas;
ma;
vie;
0;
et;
que;
je;
pouvais;
pas;
"
";
la;
faire;
nourrir;
par;
mon;
frere;
Jacques;
.;
"
";
eSur;
cette;
reponse;
0;
elle;
releva;
la;
tete;
d';
un;
air;
de;
triomphe;
:;
"
";
-0;
Eh;
bienl;
si;
j';
avais;
trouve;
pour;
nous;
deux;
un;
moyen;
hono-;
"
";
rable;
et;
sur;
de;
gagner;
notre;
vie;
sans;
nous;
quitter;
0;
que;
diriez;
-vous;
"
 ";
La;
-0;
dessus;
0;
elle;
tira;
d';
une;
de;
ses;
poches;
un;
grimoire;
sur;
papier;
"
";
timbre;
qu';
elle;
se;
mit;
 ;
me;
lire;
...;
C';
etait;
un;
engagement;
pour;
nous;
deux;
"
";
dans;
un;
theatre;
de;
la;
banlieue;
parisienne;
";";
elle;
0;
a;
raison;
de;
cent;
francs;
"
";
par;
mois;
";";
moi;
0;
a;
raison;
de;
cinquante;
.;
Tout;
etait;
pret;
";";
nous;
n';
avions;
"
";
plus;
qu';
a;
signer;
.;
"
 ";
e;
la;
regardai;
0;
epouvante;
.;
Je;
sentai;
qu';
elle;
m';
entrainait;
dans;
un;
"
";
trou;
0;
et;
j';
eus;
peur;
un;
moment;
de;
n';
etre;
pas;
assez;
fort;
pour;
resister;
..;
"
";
La;
lecture;
du;
grimoire;
finie;
0;
sans;
me;
laisser;
le;
temps;
de;
repondre;
0;
zo4;
"
";
LE;
PETIT;
CHOSE;
"
";
elle;
se;
mit;
a;
parler;
fievreusement;
des;
splendeurs;
de;
la;
carriere;
thea-;
"
";
trale;
et;
de;
la;
vie;
glorieuse;
que;
nous;
allions;
mener;
la;
-0;
bas;
0;
libres;
0;
fiers;
0;
"
";
loin;
du;
monde;
0;
tout;
a;
notre;
art;
et;
a;
notre;
amour;
.;
"
 ";
Elle;
parla;
trop;
";";
c';
etait;
une;
faute;
.;
J';
eus;
le;
temps;
de;
me;
remettre;
0;
"
";
d';
invoquer;
ma;
mere;
Jacques;
dans;
le;
fond;
de;
mon;
ceur;
0;
et;
quand;
elle;
"
";
eut;
fini;
sa;
tirade;
0;
je;
pus;
lui;
dire;
tres;
froidement;
:;
"
";
-0;
Je;
ne;
veux;
pas;
etre;
comedien;
.;
"
 ";
Bien;
entendu;
elle;
ne;
lacha;
pas;
prise;
et;
recommenga;
ses;
bclles;
"
";
tirades;
.;
"
 ";
Peine;
perdue;
...;
A;
tout;
ce;
qu';
elle;
put;
me;
dire;
0;
je;
ne;
repondis;
qu';
une;
"
";
chose;
:;
"
";
-0;
Je;
ne;
veux;
pas;
etre;
comedien;
...;
"
 ";
Elle;
commencait;
a;
perdre;
patience;
.;
"
";
-0;
Alors;
0;
me;
dit;
-elle;
en;
palissant;
0;
vous;
preferez;
que;
je;
retourne;
"
";
la;
-0;
bas;
de;
huit;
 ;
dix;
0;
et;
que;
les;
choses;
restent;
comme;
elles;
sont;
...;
"
";
A;
cela;
je;
repondis;
un;
peu;
moins;
froidement;
.;
"
";
-0;
Je;
ne;
prefere;
rien;
...;
Je;
trouve;
tres;
honorable;
 ;
vous;
de;
vouloir;
"
";
gagner;
votre;
vie;
et;
ne;
plus;
la;
devoir;
aux;
generosites;
d';
un;
monsieur;
de;
"
";
huit;
a;
dix;
...;
e;
vous;
repete;
seulement;
que;
je;
ne;
me;
sens;
pas;
la;
moindre;
"
";
vocation;
theatrale;
0;
et;
que;
je;
ne;
serai;
pas;
comedien;
.;
"
";
A;
ce;
coup;
elle;
eclata;
.;
"
";
-0;
Ahl;
tu;
ne;
veux;
pas;
etre;
comedien;
...;
Qu';
est;
-ce;
que;
tu;
seras;
"
";
donc;
alors;
?;
Te;
croirais;
-0;
tu;
poete;
0;
par;
hasard;
?;
...;
Il;
se;
croit;
poete;
...;
"
";
mais;
tu;
n';
as;
rien;
de;
ce;
qu';
il;
faut;
0;
pauvre;
foul;
...;
Je;
vous;
demande;
0;
parce;
"
";
que;
ca;
vous;
a;
fait;
imprimer;
un;
mechant;
livre;
dont;
personne;
ne;
veut;
0;
"
";
ca;
se;
croit;
poete;
...;
Mais;
0;
malheureux;
0;
ton;
livre;
est;
idiot;
0;
tous;
me;
le;
"
";
disent;
bien;
...;
Depuis;
deux;
mois;
qu';
il;
est;
en;
vente;
0;
on;
n';
en;
a;
vendu;
"
";
qu';
un;
exemplaire;
0;
et;
c';
est;
le;
mien;
...;
Toi;
0;
poete;
0;
all;
doncl;
...;
I1;
"
";
n';
y;
a;
que;
ton;
frere;
pour;
y;
croire;
ha;
une;
niaiserie;
pareille;
...;
Encore;
un;
"
";
joli;
naif;
0;
celui;
-0;
lal;
...;
et;
qui;
t';
ecrit;
de;
bonnes;
lettres;
...;
Il;
est;
a;
mourir;
"
";
de;
rire;
avec;
son;
article;
de;
Gustave;
Planche;
...;
En;
attendant;
il;
se;
tue;
"
";
pour;
te;
faire;
vivre;
";";
et;
toi;
0;
pendant;
ce;
temps;
-0;
la;
0;
tu;
...;
tu;
..;
au;
fait;
"
";
qu';
est;
-ce;
que;
tu;
fais;
?;
Le;
sais;
-0;
tu;
seulement;
?;
...;
Parce;
que;
ta;
tete;
a;
"
";
un;
certain;
caractere;
0;
cela;
te;
suffit;
";";
tu;
t';
habilles;
en;
Turc;
0;
et;
tu;
crois;
"
";
que;
tout;
est;
lhl;
...;
D';
abord;
0;
je;
te;
previens;
que;
depuis;
quelque;
temps;
"
";
le;
caractere;
de;
ta;
tete;
se;
perd;
joliment;
..;
tu;
es;
laid;
0;
tu;
es;
tres;
laid;
.;
Tiensl;
"
";
regarde;
-0;
toi;
.;
..;
je;
suis;
sre;
que;
si;
tu;
retournais;
vers;
ta;
donzelle;
Pierrotte;
0;
"
";
elle;
ne;
voudrait;
plus;
de;
toi;
...;
Et;
pourtant;
0;
vous;
etes;
bien;
faits;
l';
un;
pourLE;
CEUR;
DE;
SUCRE;
"
";
zo;
"
";
l';
autre;
...;
Vous;
etes;
nes;
tous;
les;
deux;
pour;
vendre;
de;
la;
porcelaine;
au;
"
";
passage;
du;
Saumon;
.;
C';
est;
bien;
mieux;
ton;
affaire;
que;
d';
etre;
comedien;
...;
"
 ";
Elle;
bavait;
0;
elle;
etranglait;
.;
amais;
tu;
n';
as;
vu;
folie;
pareille;
.;
Je;
la;
"
";
regardais;
sans;
rien;
dire;
.;
Quand;
elle;
eut;
fini;
0;
je;
m';
approchai;
d';
elle;
0;
-0;
"
";
j';
avais;
tout;
le;
corps;
qui;
me;
tremblait;
0;
-0;
et;
je;
lui;
dis;
bien;
tranquil-;
"
";
lement;
:;
"
";
-0;
Je;
ne;
veux;
pas;
etre;
comedien;
.;
"
 ";
Disant;
cela;
0;
j';
allai;
vers;
la;
porte;
0;
je;
l';
ouvris;
et;
