Token;Label;accord;
chez;;;
nous;;;
0;;;
assis;;;
au;;;
coin;;;
du;;;
"
";;;
feu;;;
comme;;;
en;;;
hiver;;;
0;;;
car;;;
la;;;
chambre;;;
etait;;;
humide;;;
et;;;
la;;;
brume;;;
du;;;
"
";;;
jardin;;;
nous;;;
penetrait;;;
jusqu';;;
h;;;
lamoelle;;;
de;;;
sos;;;
.;;;
Puis;;;
0;;;
vous;;;
savez;;;
0;;;
quand;;;
"
";;;
on;;;
est;;;
triste;;;
0;;;
cela;;;
semble;;;
bon;;;
de;;;
voir;;;
un;;;
peu;;;
de;;;
flamme;;;
...;;;
Jacques;PER;;
"
";;;
travaillait;;;
0;;;
faisait;;;
des;;;
chiffres;;;
.;;;
En;;;
son;;;
absence;;;
0;;;
le;;;
marchand;;;
de;;;
fer;;;
"
";;;
avait;;;
voulu;;;
tenir;;;
ses;;;
livres;;;
lui;;;
0;;;
meme;;;
et;;;
il;;;
en;;;
etait;;;
resulte;;;
un;;;
si;;;
beau;;;
"
";;;
griffonnage;;;
0;;;
un;;;
tel;;;
gachis;;;
du;;;
doit;;;
et;;;
aoir;;;
qu';;;
il;;;
fallait;;;
maintenant;;;
un;;;
"
";;;
mois;;;
de;;;
grand;;;
travail;;;
pour;;;
remettre;;;
les;;;
choses;;;
en;;;
etat;;;
.;;;
Comme;;;
vous;;;
"
";;;
pensez;;;
0;;;
je;;;
n';;;
aurais;;;
pas;;;
mieux;;;
demande;;;
que;;;
d';;;
aider;;;
ma;;;
mere;;;
acques;;;
"
";;;
dans;;;
cette;;;
operation;;;
.;;;
Mais;;;
les;;;
papillons;;;
bleus;;;
n';;;
entendent;;;
rien;;;
h;;;
l';;;
arith-;;;
"
";;;
metique;;;
";";;;
et;;;
0;;;
apres;;;
une;;;
heure;;;
passee;;;
sur;;;
ces;;;
gros;;;
cahiers;;;
de;;;
commerce;;;
"
";;;
rayes;;;
de;;;
rouge;;;
et;;;
charges;;;
d';;;
hieroglyphes;;;
bizarres;;;
0;;;
je;;;
fus;;;
oblige;;;
de;;;
"
";;;
jeter;;;
ma;;;
plume;;;
aux;;;
chiens;;;
.;;;
"
";;;
Jacques;PER;;
0;;;
lui;;;
0;;;
se;;;
tirait;;;
a;;;
merveille;;;
de;;;
cette;;;
aride;;;
besogne;;;
.;;;
Il;;;
donnait;;;
0;;;
"
";;;
tete;;;
baissee;PER;;
0;;;
au;;;
plus;;;
epais;;;
des;;;
chiffres;;;
0;;;
et;;;
les;;;
grosses;;;
colonnes;;;
ne;;;
lui;;;
"
";;;
faisaient;;;
pas;;;
peur;;;
.;;;
De;;;
temps;;;
en;;;
temps;;;
0;;;
au;;;
milieu;;;
de;;;
son;;;
travail;;;
0;;;
il;;;
"
";;;
se;;;
tournait;;;
vers;;;
moi;;;
et;;;
me;;;
disait;;;
0;;;
un;;;
peu;;;
inquiet;;;
de;;;
ma;;;
reverie;;;
silen-;;;
"
";;;
cieuse;;;
:;;;
"
";;;
0;;;
Nous;;;
sommes;;;
bien;;;
n';;;
est;;;
-ce;;;
pas;;;
 ;;;
Tu;;;
ne;;;
t';;;
ennuies;;;
pas;;;
0;;;
au;;;
moins;;;
k;;;
"
";;;
Je;;;
ne;;;
m';;;
ennuyais;;;
pas;;;
0;;;
mais;;;
j';;;
etais;;;
triste;;;
de;;;
lui;;;
voir;;;
prendre;;;
tant;;;
de;;;
"
";;;
peine;;;
0;;;
et;;;
je;;;
pensais;;;
0;;;
plein;;;
d';;;
amertume;;;
:;;;
Pourquoi;;;
suis;;;
-je;;;
sur;;;
la;;;
terre;;;
?;;;
...;;;
"
";;;
e;;;
ne;;;
sais;;;
rien;;;
faire;;;
de;;;
mes;;;
bras;;;
...;;;
Je;;;
ne;;;
paye;;;
pas;;;
ma;;;
place;;;
au;;;
soleil;;;
"
";;;
de;;;
la;;;
vie;;;
.;;;
Je;;;
ne;;;
suis;;;
bon;;;
qu';;;
a;;;
tourmenter;;;
le;;;
monde;;;
et;;;
faire;;;
pleurer;;;
les;;;
"
";;;
yeux;;;
qui;;;
m';;;
aiment;;;
...;;;
En;;;
me;;;
disant;;;
cela;;;
0;;;
je;;;
songeais;;;
aux;;;
yeux;;;
noirs;;;
0;;;
"
";;;
et;;;
je;;;
regardais;;;
douloureusement;;;
la;;;
petite;;;
boite;;;
a;;;
filets;;;
d';;;
or;;;
que;;;
Jacques;PER;;
"
";;;
avait;;;
posee;PER;;
0;PER;;
peut;PER;;
0;PER;;
etre;PER;;
a;;;
dessein;;;
0;;;
sur;;;
le;;;
d6me;;;
carre;;;
de;;;
la;;;
pendule;;;
.;;;
"
";;;
Que;;;
de;;;
choses;;;
elle;;;
me;;;
rappelait;;;
0;;;
cette;;;
boftel;;;
Quels;;;
discours;;;
eloquents;;;
"
";;;
elle;;;
me;;;
tenait;;;
du;;;
haut;;;
de;;;
son;;;
socle;;;
de;;;
bronze;;;
l;;;
 ;;;
Les;MISC;;
yeux;MISC;;
noirs;MISC;;
t';MISC;;
avaient;;;
"
";;;
donne;;;
leur;;;
ceur;;;
0;;;
qu';;;
en;;;
as;;;
0;;;
tu;;;
fait;;;
?;;;
me;;;
disait;;;
-elle;;;
...;;;
tu;;;
l';;;
as;;;
livre;;;
en;;;
"
";;;
pature;;;
aux;;;
betes;;;
..;;;
C';;;
est;;;
Coucou;;;
0;;;
Blanc;;;
qui;;;
l';;;
a;;;
mange;;;
.;;;
LE;;;
RBvE;LOC;;
"
";;;
a3I;;;
"
";;;
Et;;;
moi;;;
0;;;
gardant;;;
encore;;;
un;;;
germe;;;
d';;;
espoir;;;
au;;;
fond;;;
de;;;
l';;;
ame;;;
0;;;
j';;;
essayais;;;
"
";;;
de;;;
rappeler;;;
a;;;
la;;;
vie;;;
0;;;
de;;;
rechauffer;;;
de;;;
mon;;;
haleine;;;
tous;;;
ces;;;
anciens;;;
"
";;;
bonheurs;;;
tues;;;
de;;;
ma;;;
propre;;;
main;;;
.;;;
Je;;;
songeais;;;
:;;;
C';;;
est;;;
Coucou;LOC;;
0;LOC;;
Blanc;LOC;;
"
";;;
qui;;;
l';;;
a;;;
mangel;;;
...;;;
C';;;
est;;;
Coucou;;;
0;;;
Blanc;;;
qui;;;
l';;;
a;;;
mangeln;;;
"
";;;
...;;;
Cette;;;
longue;;;
soiree;;;
melancolique;;;
passee;;;
devant;;;
le;;;
feu;;;
0;;;
en;;;
travail;;;
"
";;;
et;;;
en;;;
revasseries;;;
0;;;
vous;;;
represente;;;
assez;;;
bien;;;
la;;;
nouvelle;;;
vie;;;
que;;;
nous;;;
"
";;;
allions;;;
mener;;;
dorenavant;;;
.;;;
Tous;;;
les;;;
jours;;;
qui;;;
suivirent;;;
ressemblerent;;;
"
";;;
h;;;
cette;;;
soiree;;;
...;;;
Ce;;;
n';;;
est;;;
pas;;;
Jacques;PER;;
qui;;;
revassait;;;
0;;;
bien;;;
entendu;;;
.;;;
Il;;;
"
";;;
vous;;;
restait;;;
dix;;;
heures;;;
sur;;;
ses;;;
gros;;;
livres;;;
0;;;
enfoui;;;
jusqu';;;
au;;;
cou;;;
dans;;;
la;;;
"
";;;
chiffraille;;;
.;;;
Moi;;;
0;;;
pendant;;;
ce;;;
temps;;;
0;;;
je;;;
tisonnais;;;
et;;;
0;;;
tout;;;
en;;;
tisonnant;;;
0;;;
je;;;
"
";;;
disais;;;
a;;;
la;;;
petite;;;
bofte;;;
 ;;;
filets;;;
d';;;
or;;;
:;;;
Parlons;LOC;;
un;;;
peu;;;
des;;;
yeux;;;
noirsl;PER;;
"
";;;
veux;;;
0;;;
tu;;;
?;;;
...;;;
 ;;;
Car;;;
pour;;;
en;;;
parler;;;
avec;;;
Jacques;PER;;
0;;;
il;;;
n';;;
y;;;
fallait;;;
pas;;;
penser;;;
.;;;
"
";;;
Pour;;;
une;;;
raison;;;
ou;;;
pour;;;
une;;;
autre;;;
0;;;
il;;;
evitait;;;
avec;;;
soin;;;
toute;;;
conversa-;;;
"
";;;
tion;;;
 ;;;
ce;;;
sujet;;;
.;;;
Pas;;;
meme;;;
un;;;
mot;;;
sur;;;
Pierrotte;LOC;;
.;;;
Rien;;;
...;;;
Aussi;;;
je;;;
prenais;;;
"
";;;
ma;;;
revanche;;;
avec;;;
la;;;
petite;;;
boite;;;
0;;;
et;;;
nos;;;
causeries;;;
n';;;
en;;;
finissaient;;;
pas;;;
.;;;
"
";;;
Vers;;;
le;;;
milieu;;;
du;;;
jour;;;
0;;;
quand;;;
je;;;
voyais;;;
ma;;;
mere;;;
bien;;;
en;;;
train;;;
sur;;;
"
";;;
ses;;;
livres;;;
0;;;
je;;;
gagnais;;;
la;;;
porte;;;
a;;;
pas;;;
de;;;
chat;;;
et;;;
m';;;
esquivais;;;
doucement;;;
0;;;
"
";;;
en;;;
disant;;;
:;;;
aA;;;
tout;;;
a;;;
l';;;
heure;;;
0;;;
acquesln;PER;;
amais;;;
il;;;
ne;;;
me;;;
demandait;;;
o;;;
"
";;;
j';;;
allais;;;
";";;;
mais;;;
je;;;
comprenais;;;
a;;;
son;;;
air;;;
malheureux;;;
0;;;
au;;;
ton;;;
plein;;;
d';;;
inquie-;;;
"
";;;
tude;;;
dont;;;
il;;;
me;;;
faisait;;;
:;;;
 ;;;
Tu;;;
t';;;
en;;;
vas;;;
o;;;
qu';;;
il;;;
n';;;
avait;;;
pas;;;
grande;;;
confiancc;PER;;
"
";;;
en;;;
moi;;;
.;;;
L';;;
idee;;;
de;;;
cette;;;
femme;;;
le;;;
poursuivait;;;
toujours;;;
.;;;
Il;;;
pensait;;;
:;;;
"
 ";;;
S';;;
il;;;
la;;;
revoit;;;
0;;;
nous;;;
sommes;;;
perdusl;PER;;
...;;;
n;;;
"
";;;
Et;;;
qui;;;
sait;;;
Peut;MISC;;
0;MISC;;
etre;MISC;;
avait;;;
-il;;;
raison;;;
.;;;
Peut;;;
0;;;
etre;;;
que;;;
si;;;
je;;;
l';;;
avais;;;
"
";;;
revue;;;
0;;;
l';;;
ensorceleuse;;;
0;;;
j';;;
aurais;;;
encore;;;
subi;;;
le;;;
charme;;;
qu';;;
ellc;;;
exercait;;;
"
";;;
sur;;;
mon;;;
pauvre;;;
moi;;;
0;;;
avec;;;
sa;;;
criniere;;;
d';;;
or;;;
pale;;;
et;;;
son;;;
signe;;;
blanc;;;
au;;;
"
";;;
coin;;;
de;;;
la;;;
levre;;;
...;;;
Mais;;;
0;;;
Dieu;PER;;
mercil;PER;;
je;;;
ne;;;
la;;;
revis;;;
pas;;;
.;;;
Un;;;
monsieur;;;
"
";;;
de;;;
Huit;MISC;;
0;MISC;;
h;MISC;;
0;;;
Dix;;;
quelconque;;;
lui;;;
fit;;;
sans;;;
doute;;;
oublier;;;
son;;;
Dani;PER;;
0;PER;;
Dan;PER;;
0;;;
et;;;
"
";;;
jamais;;;
plus;;;
0;;;
jamais;;;
plus;;;
0;;;
je;;;
n';;;
entendis;;;
parler;;;
d';;;
elle;;;
0;;;
ni;;;
de;;;
sa;;;
negresse;PER;;
"
";PER;;
Coucou;PER;;
0;PER;;
Blanc;PER;;
.;;;
"
";;;
Un;;;
soir;;;
0;;;
au;;;
retour;;;
d';;;
une;;;
de;;;
mes;;;
courses;;;
mysterieuses;;;
0;;;
j';;;
entrai;;;
dans;;;
"
";;;
la;;;
chambre;;;
avec;;;
un;;;
cri;;;
de;;;
joie;;;
:;;;
a;;;
acquesl;PER;;
acquesl;PER;;
une;;;
bonne;;;
nouvelle;;;
.;;;
"
";;;
J';;;
ai;;;
trouve;;;
une;;;
place;;;
...;;;
Voila;MISC;;
dix;;;
jours;;;
que;;;
0;;;
sans;;;
t';;;
en;;;
rien;;;
dire;;;
0;;;
je;;;
"
";;;
battais;;;
le;;;
pave;;;
a;;;
cette;;;
intention;;;
...;;;
Enfin;;;
0;;;
c';;;
est;;;
fait;;;
.;;;
;;;
ai;;;
une;;;
place;;;
...;;;
"
";;;
Des;;;
demain;;;
0;;;
j';;;
entre;;;
comme;;;
surveillant;;;
general;;;
a;;;
l';;;
institution;;;
Ouly;;;
0;;;
a;;;
"
";;;
Montmartre;LOC;;
0;;;
tout;;;
pres;;;
de;;;
chez;;;
nous;;;
...;;;
J';;;
irai;;;
de;;;
sept;;;
heures;;;
du;;;
matin;;;
a;;;
"
";;;
sept;;;
heures;;;
du;;;
soir;;;
...;;;
Ce;;;
sera;;;
beaucoup;;;
de;;;
temps;;;
passe;;;
loin;;;
de;;;
toi;;;
0;;;
"
";;;
mais;;;
au;;;
moins;;;
je;;;
gagnerai;;;
ma;;;
vie;;;
0;;;
et;;;
je;;;
pourrai;;;
te;;;
soulager;;;
un;;;
peu;;;
.;;;
"
";;;
Jacques;PER;;
releva;;;
sa;;;
tete;;;
de;;;
dessus;;;
ses;;;
chiffres;;;
0;;;
et;;;
me;;;
repondit;;;
asseza32;;;
"
";;;
I.E;LOC;;
PETIT;;;
CHOSE;;;
"
";;;
froidement;;;
:;;;
 ;;;
Ma;;;
foil;;;
mon;;;
cher;;;
0;;;
tu;;;
fais;;;
bien;;;
de;;;
venir;;;
a;;;
mon;;;
secours;;;
.;;;
"
";;;
La;;;
maison;;;
serait;;;
trop;;;
lourde;;;
pour;;;
moi;;;
seul;;;
...;;;
Je;;;
ne;;;
sais;;;
pas;;;
ce;;;
que;;;
j';;;
ai;;;
0;;;
"
";;;
mais;;;
depuis;;;
quelque;;;
temps;;;
je;;;
me;;;
sens;;;
tout;;;
patraque.n;;;
Un;MISC;;
violent;MISC;;
acces;MISC;;
"
";MISC;;
de;MISC;;
toux;MISC;;
l';MISC;;
cmpecha;MISC;;
de;MISC;;
continuer;MISC;;
.;;;
Il;;;
laissa;;;
tomber;;;
sa;;;
plume;;;
d';;;
un;;;
air;;;
de;;;
"
";;;
tristesse;;;
et;;;
vint;;;
se;;;
jeter;;;
sur;;;
le;;;
canape;;;
...;;;
De;;;
le;;;
voir;;;
allonge;;;
la;;;
0;;;
dessus;;;
0;;;
"
";;;
pale;;;
0;;;
horriblement;;;
pale;;;
0;;;
la;;;
terrible;;;
vision;;;
de;;;
mon;;;
reve;;;
passa;;;
encore;;;
"
";;;
une;;;
fois;;;
devant;;;
mes;;;
yeux;;;
0;;;
mais;;;
ce;;;
ne;;;
fut;;;
qu';;;
un;;;
eclair;;;
...;;;
Presque;;;
aussi-;;;
"
";;;
tOt;;;
ma;;;
mere;;;
acques;;;
se;;;
releva;;;
et;;;
se;;;
mit;;;
a;;;
rire;;;
en;;;
voyant;;;
ma;;;
mine;;;
effarde;;;
:;;;
"
";;;
--;;;
Ce;;;
n';;;
est;;;
rien;;;
0;;;
nigaudl;;;
C';;;
est;;;
un;;;
peu;;;
de;;;
fatigue;;;
...;;;
;;;
ai;;;
trop;;;
"
";;;
travaille;;;
ces;;;
derniers;;;
temps;;;
...;;;
Maintenant;;;
que;;;
tu;;;
as;;;
une;;;
place;;;
0;;;
j';;;
en;;;
"
";;;
prendrai;;;
plus;;;
a;;;
mon;;;
aise;;;
0;;;
et;;;
dans;;;
huit;;;
jours;;;
je;;;
serai;;;
gueri;;;
.;;;
"
";;;
Il;;;
disait;;;
cela;;;
si;;;
naturellement;;;
0;;;
d';;;
une;;;
figure;;;
si;;;
riante;;;
0;;;
que;;;
mes;;;
tristes;;;
"
";;;
pressentiments;;;
s';;;
envolerent;;;
0;;;
et;;;
0;;;
d';;;
un;;;
grand;;;
mois;;;
0;;;
je;;;
n';;;
entendis;;;
plus;;;
"
";;;
dans;;;
mon;;;
cerveau;;;
le;;;
battement;;;
de;;;
leurs;;;
ailes;;;
noires;;;
...;;;
"
";;;
Le;;;
lendemain;;;
j';;;
entrai;;;
a;;;
l';;;
institution;;;
Ouly;MISC;;
.;;;
"
";;;
Malgre;;;
son;;;
etiquette;;;
pompeuse;;;
0;;;
l';;;
institution;;;
Ouly;MISC;;
etait;;;
une;;;
petite;;;
"
";;;
ecole;;;
pour;;;
rire;;;
0;;;
tenue;;;
par;;;
une;;;
vieille;;;
dame;;;
a;;;
repentirs;;;
0;;;
que;;;
les;;;
enfants;;;
"
";;;
appelaient;;;
bonne;;;
amien;;;
.;;;
Il;;;
y;;;
avait;;;
la;;;
dedans;;;
une;;;
vingtaine;;;
de;;;
petits;;;
"
";;;
bonshommnes;;;
0;;;
mais;;;
0;;;
vous;;;
savez;;;
.;;;
des;;;
tout;;;
petits;;;
0;;;
de;;;
ceux;;;
qui;;;
viennent;;;
"
";;;
h;;;
la;;;
classe;;;
avec;;;
leur;;;
goter;;;
dans;;;
un;;;
panier;;;
0;;;
et;;;
toujours;;;
un;;;
bout;;;
de;;;
"
";;;
chemise;;;
qui;;;
passe;;;
.;;;
"
";;;
C';;;
etaient;;;
nos;;;
eleves;;;
.;;;
Me;MISC;;
Ouly;MISC;;
leur;;;
apprenait;;;
des;;;
cantiques;;;
";";;;
"
";;;
moi;;;
je;;;
les;;;
initiais;;;
aux;;;
mysteres;;;
de;;;
l';;;
alphabet;;;
.;;;
J';;;
etais;;;
en;;;
outre;;;
charge;;;
de;;;
"
";;;
surveiller;;;
les;;;
recreations;;;
0;;;
dans;;;
une;;;
cour;;;
oi;;;
il;;;
y;;;
avait;;;
des;;;
poules;;;
et;;;
"
";;;
un;;;
coq;;;
d';;;
Inde;LOC;;
dont;;;
ces;;;
messieurs;;;
avaient;;;
grand'peur;;;
.;;;
"
";;;
0;;;
Quelquefois;;;
aussi;;;
0;;;
quand;;;
a;;;
bonne;;;
amien;;;
avait;;;
sa;;;
goutte;;;
0;;;
c';;;
etait;;;
"
";;;
moi;;;
qui;;;
balayais;;;
la;;;
classe;;;
0;;;
besogne;;;
bien;;;
peu;;;
digne;;;
d';;;
un;;;
surveillant;;;
"
";;;
general;;;
0;;;
et;;;
que;;;
pourtant;;;
je;;;
faisais;;;
sans;;;
degoit;;;
0;;;
tant;;;
je;;;
me;;;
sentais;;;
heureux;;;
"
";;;
de;;;
pouvoir;;;
gagner;;;
ma;;;
vie;;;
...;;;
Le;;;
soir;;;
0;;;
en;;;
rentrant;;;
a;;;
l';;;
hotel;;;
Pilois;;;
0;;;
je;;;
"
";;;
trouvais;;;
le;;;
diner;;;
servi;;;
et;;;
la;;;
mere;;;
acques;;;
qui;;;
m';;;
attendait;;;
...;;;
Apres;;;
"
";;;
diner;;;
0;;;
quelques;;;
tours;;;
de;;;
jardin;;;
faits;;;
a;;;
grands;;;
pas;;;
0;;;
puis;;;
la;;;
veillee;;;
au;;;
"
";;;
coin;;;
du;;;
feu;;;
...;;;
Voila;MISC;;
toute;;;
notre;;;
vie;;;
...;;;
De;;;
temps;;;
en;;;
temps;;;
0;;;
on;;;
recevait;;;
"
";;;
une;;;
lettre;;;
de;;;
M.;PER;;
ou;;;
Me;PER;;
Eyssette;PER;;
";";;;
c';;;
etaient;;;
nos;;;
grand;;;
evenements;;;
.;;;
"
";;;
Mme;PER;;
Eyssette;PER;;
continuait;;;
a;;;
vivre;;;
chez;;;
l';;;
oncle;;;
Baptiste;PER;;
";";;;
M.;PER;;
Eyssette;PER;;
"
";;;
voyageait;;;
toujours;;;
pour;;;
la;;;
Compagnie;ORG;;
vinicole;ORG;;
.;;;
Les;;;
affaires;;;
n';;;
allaient;;;
"
";;;
pas;;;
trop;;;
mal;;;
.;;;
Les;;;
dettes;;;
de;;;
Lyon;LOC;;
etaient;;;
aux;;;
trois;;;
quarts;;;
payees;;;
.;;;
Dans;;;
"
";;;
un;;;
an;;;
ou;;;
deux;;;
0;;;
tout;;;
serait;;;
regle;;;
0;;;
et;;;
on;;;
pourrait;;;
songer;;;
a;;;
se;;;
remettre;;;
"
";;;
tous;;;
ensemble;;;
...;;;
LE;;;
REvE;MISC;;
"
";;;
a33;;;
"
";;;
Moi;MISC;;
0;;;
j';MISC;;
etais;MISC;;
d';MISC;;
avis;MISC;;
0;;;
en;;;
attendant;;;
0;;;
de;;;
faire;;;
venir;;;
Mme;PER;;
Eyssette;PER;;
h;;;
"
";;;
l';;;
hotel;;;
Pilois;LOC;;
avec;;;
nous;;;
0;;;
mais;;;
Jacques;PER;;
ne;;;
voulait;;;
pas;;;
.;;;
Nonl;PER;;
pas;;;
encore;;;
0;;;
"
";;;
disait;;;
-il;;;
d';;;
un;;;
air;;;
singulier;;;
0;;;
pas;;;
encore;;;
...;;;
Attendons;MISC;;
ln;MISC;;
Et;;;
cette;;;
reponse;;;
0;;;
"
";;;
toujours;;;
la;;;
meme;;;
0;;;
me;;;
brisait;;;
le;;;
ceur;;;
.;;;
e;;;
me;;;
disais;;;
:;;;
aIl;;;
se;;;
mefie;;;
de;;;
"
";;;
moi;;;
...;;;
Il;;;
a;;;
peur;;;
que;;;
je;;;
fasse;;;
encore;;;
quelque;;;
folie;;;
quand;;;
Mmee;PER;;
Eyssette;PER;;
"
";;;
sera;;;
ici;;;
...;;;
C';;;
est;;;
pour;;;
cela;;;
qu';;;
il;;;
veut;;;
attendre;;;
encore;;;
...;;;
Je;;;
me;;;
trompais;;;
...;;;
"
";;;
Ce;;;
n';;;
etait;;;
pas;;;
pour;;;
cela;;;
que;;;
acques;;;
disait;;;
:;;;
a;;;
AttendonslnYV;MISC;;
"
";;;
Lecteur;;;
0;;;
si;;;
tu;;;
as;;;
un;;;
esprit;;;
fort;;;
0;;;
si;;;
les;;;
reves;;;
te;;;
font;;;
sourire;;;
0;;;
si;;;
tu;;;
"
";;;
n';;;
as;;;
jamais;;;
eu;;;
le;;;
ceur;;;
mordu;;;
0;;;
mordu;;;
jusqu';;;
a;;;
crier;;;
0;;;
par;;;
le;;;
pres-;;;
"
";;;
sentiment;;;
des;;;
choses;;;
futures;;;
0;;;
si;;;
tu;;;
es;;;
un;;;
homme;;;
positif;;;
0;;;
une;;;
de;;;
ces;;;
"
";;;
tetes;;;
de;;;
fer;;;
que;;;
la;;;
realite;;;
seule;;;
impressionne;;;
et;;;
qui;;;
ne;;;
laissent;;;
pas;;;
"
";;;
trainer;;;
un;;;
grain;;;
de;;;
superstition;;;
dans;;;
leur;;;
cerveau;;;
0;;;
si;;;
tu;;;
ne;;;
veux;;;
en;;;
"
";;;
aucun;;;
cas;;;
croire;;;
au;;;
surnaturel;;;
0;;;
admettre;;;
l';;;
inexplicable;;;
0;;;
n';;;
acheve;;;
pas;;;
"
";;;
de;;;
lire;;;
ces;;;
memoires;;;
.;;;
Ce;;;
qui;;;
me;;;
reste;;;
a;;;
dire;;;
en;;;
ces;;;
derniers;;;
chapitres;;;
"
";;;
est;;;
vrai;;;
comme;;;
la;;;
verite;;;
cruelle;;;
";";;;
mais;;;
tu;;;
ne;;;
le;;;
croiras;;;
pas;;;
.;;;
"
";;;
C';;;
etait;;;
le;;;
 ;;;
decembre;;;
...;;;
"
";;;
Je;;;
revenais;;;
de;;;
l';;;
institution;;;
Ouly;MISC;;
encore;;;
plus;;;
vite;;;
que;;;
d';;;
ordinaire;;;
.;;;
"
";;;
Le;;;
matin;;;
0;;;
j';;;
avais;;;
laisse;;;
acques;;;
a;;;
la;;;
maison;;;
0;;;
se;;;
plaignant;;;
d';;;
une;;;
grande;;;
"
";;;
fatigue;;;
0;;;
et;;;
je;;;
languissais;;;
d';;;
avoir;;;
de;;;
ses;;;
nouvelles;;;
.;;;
En;;;
traversant;;;
le;;;
"
";;;
jardin;;;
0;;;
je;;;
me;;;
jetai;;;
dans;;;
les;;;
jambes;;;
de;;;
M.;PER;;
Pilois;PER;;
0;;;
debout;;;
pres;;;
du;;;
figuier;;;
0;;;
"
";;;
et;;;
causant;;;
ha;;;
voix;;;
basse;;;
avec;;;
un;;;
gros;;;
personnage;;;
court;;;
et;;;
pattu;PER;;
0;;;
qui;;;
"
";;;
paraissait;;;
avoir;;;
beaucoup;;;
de;;;
peine;;;
a;;;
boutonner;;;
ses;;;
gants;;;
.;;;
"
";;;
Je;;;
voulais;;;
m';;;
excuser;;;
et;;;
passer;;;
outre;;;
0;;;
mais;;;
l';;;
h6telier;;;
me;;;
retint;;;
:;;;
"
";;;
0;;;
Un;;;
mot;;;
0;;;
monsieur;;;
Daniell;PER;;
"
";PER;;
Puis;PER;;
0;;;
se;;;
tournant;;;
vers;;;
l';;;
autre;;;
0;;;
il;;;
ajouta;;;
:;;;
"
";;;
0;;;
C';;;
est;;;
le;;;
jeune;;;
homme;;;
en;;;
question;;;
.;;;
Je;;;
crois;;;
que;;;
vous;;;
feriez;;;
"
";;;
bien;;;
de;;;
le;;;
prevenir;;;
...;;;
"
";;;
zg6;;;
"
";;;
LE;PER;;
PETIT;PER;;
CHOSE;PER;;
"
";PER;;
Je;PER;;
m';PER;;
arretai;PER;;
fort;PER;;
intrigue;PER;;
.;;;
De;;;
quoi;;;
ce;;;
gros;;;
bonhomme;;;
voulait;;;
-il;;;
"
";;;
me;;;
prevenir;;;
Que;;;
ses;;;
gants;;;
etaient;;;
beaucoup;;;
trop;;;
etroits;;;
pour;;;
ses;;;
"
";;;
pattes;;;
?;;;
e;;;
le;;;
voyais;;;
bien;;;
0;;;
parbleul;PER;;
...;;;
"
";;;
Il;;;
y;;;
eut;;;
un;;;
moment;;;
de;;;
silence;;;
et;;;
de;;;
gene;PER;;
.;;;
M.;PER;;
Pilois;PER;;
0;;;
le;;;
nez;;;
en;;;
l';;;
air;;;
0;;;
"
";;;
regardait;;;
dans;;;
son;;;
figuier;;;
comme;;;
pour;;;
y;;;
chercher;;;
les;;;
figues;;;
qui;;;
n';;;
y;;;
"
";;;
etaient;;;
pas;;;
.;;;
L';;;
homme;;;
aux;;;
gants;;;
tirait;;;
toujours;;;
sur;;;
ses;;;
boutonnieres;;;
...;;;
"
";;;
A;LOC;;
la;;;
fin;;;
0;;;
pourtant;;;
0;;;
il;;;
se;;;
decida;;;
a;;;
parler;;;
";";;;
mais;;;
sans;;;
lacher;;;
son;;;
bouton;;;
0;;;
"
";;;
n';;;
ayez;;;
pas;;;
peur;;;
.;;;
"
";;;
0;;;
Monsieur;;;
0;;;
me;;;
dit;;;
-il;;;
0;;;
je;;;
suis;;;
depuis;;;
vingt;;;
ans;;;
medecin;;;
de;;;
l';;;
hotel;;;
"
";;;
Pilois;LOC;;
0;;;
et;;;
j';;;
ose;;;
affirmer;;;
..;;;
"
";;;
e;;;
ne;;;
le;;;
laissai;;;
pas;;;
achever;;;
sa;;;
phrase;;;
.;;;
Ce;;;
mot;;;
de;;;
medecin;;;
m';;;
avait;;;
"
";;;
tout;;;
appris;;;
0;;;
 ;;;
Vous;;;
venez;;;
pour;;;
mon;;;
frere;;;
0;;;
lui;;;
demandai;;;
-je;;;
en;;;
tremblant;;;
...;;;
"
";;;
Il;;;
est;;;
bien;;;
malade;;;
0;;;
n';;;
est;;;
-ce;;;
paskn;;;
"
";;;
Je;;;
ne;;;
crois;;;
pas;;;
que;;;
ce;;;
medecin;;;
fut;;;
un;;;
mechant;;;
homme;;;
0;;;
mais;;;
0;;;
"
";;;
ce;;;
moment;;;
0;;;
lh;;;
0;;;
c';;;
etaient;;;
ses;;;
gants;;;
surtout;;;
qui;;;
le;;;
preoccupaient;;;
0;;;
et;;;
"
";;;
sans;;;
songer;;;
qu';;;
il;;;
parlait;;;
a;;;
l';;;
enfant;;;
de;;;
Jacques;PER;;
0;;;
sans;;;
essayer;;;
d';;;
amortir;;;
"
";;;
le;;;
coup;;;
0;;;
il;;;
me;;;
repondit;;;
brutalement;;;
:;;;
aS';PER;;
il;;;
est;;;
maladel;;;
je;;;
crois;;;
bien;;;
...;;;
"
";;;
Il;;;
ne;;;
passera;;;
pas;;;
la;;;
nuit;;;
.;;;
"
";;;
Ce;;;
fut;;;
bien;;;
assene;;;
0;;;
je;;;
vous;;;
en;;;
reponds;;;
.;;;
La;;;
maison;;;
0;;;
le;;;
jardin;;;
0;;;
"
";;;
M.;PER;;
Pilois;PER;;
