Token;Label_LM;Label_CF;Label_MB
succes;;;
.;;;
On;;;
le;;;
trouva;;;
trop;;;
petit;;;
";";;;
et;;;
puis;;;
il;;;
"
";;;
avait;;;
peur;;;
,;;;
il;;;
avait;;;
honte;;;
.;;;
Il;;;
parlait;;;
tout;;;
bas;;;
,;;;
comme;;;
h;;;
confesse;;;
:;;;
Plus;;;
"
";;;
hautl;;;
plus;;;
hautln;;;
lui;;;
criait;;;
-on;;;
.;;;
Mais;;;
sa;;;
gorge;;;
se;;;
serrait;;;
,;;;
etranglant;;;
les;;;
"
";;;
mots;;;
au;;;
passage;;;
.;;;
Il;;;
fut;;;
siffle;;;
...;;;
Que;;;
voulez;;;
-;;;
vousl;;;
Irma;;;
avait;;;
beau;;;
dire;;;
,;;;
"
";;;
la;;;
vocation;;;
n';;;
y;;;
etait;;;
pas;;;
.;;;
Apres;;;
tout;;;
,;;;
parce;;;
qu';;;
on;;;
est;;;
mauvais;;;
poete;;;
,;;;
"
";;;
ce;;;
n';;;
est;;;
pas;;;
une;;;
raison;;;
pour;;;
etre;;;
bon;;;
comedien;;;
.;;;
"
";;;
La;PER;PER;PER
creole;PER;PER;PER
le;;;
consolait;;;
de;;;
son;;;
mieux;;;
:;;;
aIls;MISC;MISC;MISC
n';;;
ont;;;
pas;;;
compris;;;
le;;;
"
";;;
caractere;;;
de;;;
ta;;;
tete;;;
...;;;
lui;;;
disait;;;
-elle;;;
souvent;;;
.;;;
Le;;;
directeur;;;
ne;;;
s';;;
y;;;
trompa;;;
"
";;;
point;;;
,;;;
lui;;;
,;;;
sur;;;
le;;;
caractere;;;
de;;;
la;;;
tete;;;
.;;;
Apres;;;
deux;;;
representations;;;
ora-;;;
"
";;;
geuses;;;
,;;;
il;;;
le;;;
fit;;;
venir;;;
dans;;;
son;;;
cabinet;;;
et;;;
lui;;;
dit;;;
:;;;
a;;;
Mon;MISC;MISC;MISC
petit;MISC;MISC;MISC
,;;;
le;;;
drame;;;
"
";;;
n';;;
est;;;
pas;;;
ton;;;
affaire;;;
.;;;
Nous;;;
nous;;;
sommes;ORG;ORG;ORG
fourvoyes;ORG;ORG;ORG
.;;;
Essayons;;;
du;;;
vau-;;;
"
";;;
deville;;;
.;;;
Je;;;
crois;;;
que;;;
dans;;;
les;;;
comiques;;;
tu;;;
marcheras;;;
tres;;;
bien.n;;;
Et2Io;;;
"
";;;
LE;;;
PETIT;;;
CHOSE;;;
"
";;;
des;;;
le;;;
lendemain;;;
,;;;
on;;;
essaya;;;
du;;;
vaudeville;;;
.;;;
Il;;;
joua;;;
les;;;
jeunes;;;
premiers;;;
"
";;;
comiques;;;
,;;;
les;;;
gandins;;;
ahuris;;;
auxquels;;;
ont;;;
fait;;;
boire;;;
de;;;
la;;;
limonade;;;
Roge;MISC;MISC;MISC
"
";;;
en;;;
guise;;;
de;;;
champagne;;;
,;;;
et;;;
qui;;;
courent;;;
la;;;
scene;;;
en;;;
se;;;
tenant;;;
le;;;
ventre;;;
.;;;
"
";;;
les;;;
niais;;;
a;;;
perruque;;;
rousse;;;
qui;;;
pleurent;;;
comme;;;
des;;;
veaux;;;
,;;;
a;;;
heul;;;
...;;;
"
";;;
heul;;;
...;;;
heul;PER;PER;PER
...;;;
les;;;
amoureux;;;
de;;;
campagne;;;
qui;;;
roulent;;;
des;;;
yeux;;;
betes;;;
"
";;;
en;;;
disant;;;
:;;;
a;;;
Mam';;;
selle;;;
,;;;
j';;;
vous;;;
aimons;;;
benl;LOC;LOC;LOC
...;;;
heullal;PER;PER;PER
ben;PER;PER;PER
vrai;PER;PER;PER
,;;;
j';;;
vous;;;
"
";;;
aimons;;;
tout;;;
plein;;;
ln;;;
"
";;;
Il;;;
joua;;;
les;;;
Jeannot;PER;PER;PER
,;;;
les;;;
trembleurs;;;
,;;;
tous;;;
ceux;;;
qui;;;
sont;;;
laids;;;
,;;;
tous;;;
"
";;;
ceux;;;
qui;;;
font;;;
rire;;;
,;;;
et;;;
la;;;
verite;;;
me;;;
force;;;
a;;;
dire;;;
qu';;;
il;;;
ne;;;
s';;;
en;;;
tira;;;
pas;;;
trop;;;
"
";;;
mal;;;
.;;;
Le;;;
malheureux;;;
avait;;;
du;;;
succes;;;
";";;;
il;;;
faisait;;;
rirel;;;
"
";;;
Expliquez;MISC;MISC;MISC
cela;;;
si;;;
vous;;;
pouvez;;;
.;;;
C';;;
est;;;
quand;;;
il;;;
etait;;;
en;;;
scene;;;
,;;;
grime;;;
,;;;
"
";;;
platre;;;
,;;;
charge;;;
d';;;
oripeaux;;;
,;;;
que;;;
le;;;
petit;;;
Chose;PER;PER;PER
pensait;;;
 ;;;
Jacques;PER;PER;PER
et;;;
aux;;;
"
";;;
yeux;;;
noirs;;;
.;;;
C';;;
est;;;
au;;;
milieu;;;
d';;;
une;;;
grimace;;;
,;;;
au;;;
coin;;;
d';;;
un;;;
lazzi;;;
bete;;;
,;;;
"
";;;
que;;;
l';;;
image;;;
de;;;
tous;;;
ces;;;
chers;;;
etres;;;
,;;;
qu';;;
il;;;
avait;;;
si;;;
lachement;;;
trahis;;;
,;;;
se;;;
"
";;;
dressait;;;
tout;;;
a;;;
coup;;;
devant;;;
lui;;;
.;;;
"
";;;
Presque;MISC;MISC;MISC
tous;MISC;MISC;MISC
les;MISC;MISC;MISC
soirs;MISC;MISC;MISC
,;;;
les;;;
titis;;;
de;;;
l';;;
endroit;;;
pourront;;;
vous;;;
l';;;
affirmer;;;
,;;;
"
";;;
il;;;
lui;;;
arrivait;;;
de;;;
s';;;
arreter;;;
net;;;
au;;;
beau;;;
milieu;;;
d';;;
une;;;
tirade;;;
et;;;
de;;;
rester;;;
"
";;;
debout;;;
,;;;
sans;;;
parler;;;
,;;;
la;;;
bouche;;;
ouverte;;;
,;;;
a;;;
regarder;;;
la;;;
salle;;;
...;;;
Dans;;;
ces;;;
"
";;;
moments;;;
-;;;
la;;;
,;;;
son;;;
ame;;;
lui;;;
echappait;;;
,;;;
sautait;;;
par;;;
-;;;
dessus;;;
la;;;
rampe;;;
,;;;
crevait;;;
"
";;;
le;;;
plafond;;;
du;;;
theatre;;;
d';;;
un;;;
coup;;;
d';;;
aile;;;
,;;;
et;;;
s';;;
en;;;
allait;;;
bien;;;
loin;;;
donner;;;
"
";;;
un;;;
baiser;;;
a;;;
Jacques;PER;PER;PER
,;;;
un;;;
baiser;;;
a;;;
Mme;PER;PER;PER
Eyssette;PER;PER;PER
,;;;
demander;;;
grace;;;
aux;;;
"
";;;
yeux;;;
noirs;;;
en;;;
se;;;
plaignant;;;
amerement;;;
du;;;
triste;;;
metier;;;
qu';;;
on;;;
lui;;;
"
";;;
faisait;;;
faire;;;
.;;;
"
";;;
-;PER;PER;PER
Heullal;PER;PER;PER
ben;;;
vrail;;;
j';;;
vous;;;
aimons;;;
tout;;;
pleinl;;;
...;;;
disait;;;
tout;;;
a;;;
"
";;;
coup;;;
la;;;
voix;;;
du;;;
souffleur;;;
,;;;
et;;;
alors;;;
,;;;
le;;;
malheureux;;;
petit;;;
Chose;PER;PER;PER
,;;;
arrache;;;
"
";;;
de;;;
son;;;
reve;;;
,;;;
tombe;;;
du;;;
ciel;;;
,;;;
promenait;;;
autour;;;
de;;;
lui;;;
de;;;
grands;;;
yeux;;;
eton-;;;
"
";;;
nes;PER;PER;PER
oi;PER;PER;PER
se;;;
peignait;;;
un;;;
effarement;;;
si;;;
naturel;;;
,;;;
si;;;
comique;;;
,;;;
que;;;
toute;;;
la;;;
"
";;;
salle;;;
partait;;;
d';;;
un;;;
gros;;;
eclat;MISC;MISC;MISC
de;MISC;MISC;MISC
rire;MISC;MISC;MISC
.;;;
En;;;
argot;;;
de;;;
theAtre;;;
c';;;
est;;;
ce;;;
qu';;;
on;;;
"
";;;
appelle;;;
un;;;
effet;;;
.;;;
Sans;;;
le;;;
vouloir;;;
,;;;
il;;;
avait;;;
trouve;;;
un;;;
effet;;;
.;;;
"
";;;
La;;;
troupe;;;
dont;;;
il;;;
faisait;;;
partie;;;
desservait;;;
plusieurs;;;
communes;;;
.;;;
"
";;;
C';;;
etait;;;
une;;;
facon;;;
de;;;
troupe;;;
nomade;;;
,;;;
jouant;;;
tantot;;;
a;;;
Grenelle;PER;PER;PER
,;;;
a;;;
Mont-;LOC;LOC;LOC
"
";;;
parnasse;;;
,;;;
 ;;;
Sevres;LOC;LOC;LOC
,;;;
a;;;
Sceaux;LOC;LOC;LOC
,;;;
a;;;
Saint-Cloud;LOC;LOC;LOC
.;;;
Pour;;;
aller;;;
d';;;
un;;;
pays;;;
a;;;
"
";;;
l';;;
autre;;;
,;;;
on;;;
s';;;
entassait;;;
dans;;;
l';;;
omnibus;;;
du;;;
theatre,-;;;0
un;;;
vieil;;;
omnibus;;;
"
";;;
cafe;;;
au;;;
lait;;;
traine;;;
par;;;
un;;;
cheval;;;
phtisique;;;
.;;;
En;;;
route;;;
,;;;
on;;;
chantait;;;
,;;;
on;;;
"
";;;
jouait;;;
aux;;;
cartes;;;
.;;;
Ceux;;;
qui;;;
ne;;;
savaient;;;
pas;;;
leurs;;;
roles;;;
se;;;
mettaient;;;
"
";;;
dans;;;
le;;;
fond;;;
et;;;
repassaient;;;
les;;;
brochures;;;
.;;;
C';;;
etait;;;
sa;;;
place;;;
a;;;
lui;;;
.;;;
"
";;;
Il;;;
restait;;;
la;;;
,;;;
taciturne;;;
et;;;
triste;;;
comme;;;
sont;;;
les;;;
grands;;;
comiques;;;
,;;;
"
";;;
l';;;
oreille;;;
fermee;;;
a;;;
toutes;;;
les;;;
trivialites;;;
qui;;;
bourdonnaient;;;
a;;;
ses;;;
cotes;;;
.;;;
TocoLOToTIGNAN;ORG;ORG;ORG
"
";;;
z;;;
"
";;;
Si;;;
bas;;;
qu';;;
il;;;
ft;;;
tombe;;;
,;;;
ce;;;
cabotinage;;;
roulant;;;
etait;;;
encore;;;
au;;;
-;;;
dessous;;;
de;;;
"
";;;
lui;;;
.;;;
Il;;;
avait;;;
honte;;;
de;;;
se;;;
trouver;;;
en;;;
pareille;;;
compagnie;;;
.;;;
Les;;;
femmes;;;
,;;;
"
";;;
de;;;
vieilles;;;
pretentions;;;
,;;;
fanees;PER;PER;PER
,;;;
fardees;PER;PER;PER
,;;;
manierees;;;
,;;;
sentencieuses;;;
.;;;
Les;;;
"
";;;
hommes;;;
,;;;
des;;;
etres;;;
communs;;;
,;;;
sans;;;
ideal;;;
,;;;
sans;;;
orthographe;;;
,;;;
des;;;
fils;;;
"
";;;
de;;;
coiffeurs;;;
ou;;;
de;;;
marchandes;;;
de;;;
frites;;;
,;;;
qui;;;
s';;;
etaient;;;
faits;;;
comediens;;;
"
";;;
par;;;
deseuvrement;;;
,;;;
par;;;
faineantise;PER;PER;PER
,;;;
par;;;
amour;;;
du;;;
paillon;;;
,;;;
du;;;
costume;;;
,;;;
"
";;;
pour;;;
se;;;
montrer;;;
sur;;;
les;;;
planches;;;
en;;;
collants;;;
de;;;
couleur;;;
tendre;;;
et;;;
redin-;;;
"
";;;
gotes;;;
a;;;
la;;;
Souwaroff;LOC;LOC;LOC
,;;;
des;;;
Lovelaces;PER;PER;PER
de;PER;PER;PER
barriere;PER;PER;PER
,;;;
toujours;;;
preoccupes;MISC;MISC;MISC
"
";;;
de;;;
leur;;;
tenue;;;
,;;;
depensant;;;
leurs;;;
appointements;;;
en;;;
frisures;;;
,;;;
et;;;
vous;;;
"
";;;
disant;;;
,;;;
d';;;
un;;;
air;;;
convaincu;;;
:;;;
 ;;;
Aujourd'hui;;;
,;;;
j';;;
ai;;;
bien;;;
travaille;;;
,;;;
n;;;
quand;;;
"
";;;
ils;;;
avaient;;;
passe;;;
cinq;;;
heures;;;
a;;;
se;;;
faire;;;
une;;;
paire;;;
de;;;
bottes;;;
Louis;PER;PER;PER
XV;PER;PER;PER
"
";;;
avec;;;
deux;;;
metres;;;
de;;;
papier;;;
verni;;;
...;;;
En;;;
verite;;;
,;;;
c';;;
etait;;;
bien;;;
la;;;
peine;;;
de;;;
"
";;;
railler;;;
la;;;
salon;;;
a;;;
musique;;;
de;;;
Pierrotte;LOC;LOC;LOC
pour;;;
venir;;;
s';;;
echouer;;;
dans;;;
cette;;;
"
";;;
guimbarde;;;
.;;;
"
";;;
A;LOC;LOC;LOC
cause;;;
de;;;
son;;;
air;;;
maussade;;;
et;;;
de;;;
ses;;;
fiertes;;;
silencieuses;;;
,;;;
ses;;;
cama-;;;
"
";;;
rades;;;
ne;;;
l';;;
aimaient;;;
pas;;;
.;;;
On;;;
disait;;;
:;;;
C';;;
est;;;
un;;;
sournois;;;
.;;;
La;;;
creole;;;
,;;;
en;;;
"
";;;
revanche;;;
,;;;
avait;;;
su;;;
gagner;;;
tous;;;
les;;;
ceurs;;;
.;;;
Elle;;;
tronait;;;
dans;;;
l';;;
omnibus;;;
"
";;;
comme;;;
une;;;
princesse;;;
en;;;
bonne;;;
fortune;;;
,;;;
riait;;;
a;;;
belles;;;
dents;;;
,;;;
renver-;;;
"
";;;
sait;;;
la;;;
tete;;;
en;;;
arriere;;;
pour;;;
montrer;;;
sa;;;
fine;;;
encolure;;;
,;;;
tutoyait;;;
tout;;;
le;;;
"
";;;
monde;;;
,;;;
appelait;;;
les;;;
hommes;;;
 ;;;
mon;;;
vieux;;;
,;;;
les;;;
femmes;;;
 ;;;
ma;;;
petite;;;
,;;;
"
";;;
et;;;
forcait;;;
les;;;
plus;;;
hargneux;;;
a;;;
dire;;;
d';;;
elle;;;
:;;;
C';;;
est;;;
une;;;
bonne;;;
fille;;;
.;;;
Une;;;
"
";;;
bonne;;;
fille;;;
,;;;
quelle;;;
derision;;;
l;;;
..;;;
"
";;;
Ainsi;;;
roulant;;;
,;;;
riant;;;
,;;;
les;;;
grosses;;;
plaisanteries;;;
faisant;;;
feu;;;
,;;;
on;;;
arri-;;;
"
";;;
vait;;;
au;;;
lieu;;;
de;;;
la;;;
representation;;;
.;;;
Le;;;
spectacle;;;
fini;;;
,;;;
on;;;
se;;;
dshabillait;;;
"
";;;
d';;;
un;;;
tour;;;
de;;;
main;;;
,;;;
et;;;
vite;;;
on;;;
remontait;;;
en;;;
voiture;;;
pour;;;
rentrer;;;
a;;;
Paris;LOC;LOC;LOC
.;;;
"
";;;
Alors;;;
il;;;
faisait;;;
noir;;;
.;;;
On;;;
causait;;;
a;;;
voix;;;
basse;;;
,;;;
en;;;
se;;;
chetrchant;;;
dans;;;
l';;;
ombre;;;
"
";;;
avec;;;
les;;;
genoux;;;
.;;;
De;;;
temps;;;
en;;;
temps;;;
,;;;
un;;;
rire;;;
etouffe;;;
...;;;
A;;;
l';;;
octroi;;;
du;;;
"
";;;
faubourg;;;
du;;;
Maine;LOC;LOC;LOC
,;;;
l';;;
omnibus;;;
s';;;
arretait;;;
pour;;;
remiser;;;
.;;;
Tout;;;
le;;;
monde;;;
"
";;;
descendait;;;
,;;;
et;;;
l';;;
on;;;
allait;;;
en;;;
troupe;;;
reconduire;;;
Irma;PER;PER;PER
Borel;PER;PER;PER
jusqu';;;
a;;;
la;;;
"
";;;
porte;;;
du;;;
grand;;;
taudis;;;
,;;;
ou;;;
Coucou;LOC;LOC;LOC
-;LOC;LOC;LOC
Blanc;LOC;LOC;LOC
,;;;
aux;;;
trois;;;
quarts;;;
ivre;;;
,;;;
les;;;
"
";;;
attendait;;;
avec;;;
sa;;;
chanson;;;
triste;;;
:;;;
"
";;;
Tolocototignan;PER;PER;PER
l;;;
...;;;
Tolocototignan;PER;PER;PER
...;;;
"
";;;
A;LOC;LOC;LOC
les;;;
voir;;;
ainsi;;;
rives;;;
l';;;
un;;;
h;;;
l';;;
autre;;;
,;;;
on;;;
aurait;;;
pu;;;
croire;;;
qu';;;
ils;;;
"
";;;
s';;;
aimaient;;;
.;;;
Nonl;PER;PER;PER
ils;;;
ne;;;
s';;;
aimaient;;;
pas;;;
.;;;
Ils;;;
se;;;
connaissaient;;;
trop;;;
bien;;;
"
";;;
pour;;;
cela;;;
.;;;
Il;;;
la;;;
savait;;;
menteuse;;;
,;;;
froide;;;
,;;;
sans;;;
entrailles;;;
.;;;
Elle;;;
le;;;
savait;;;
"
";;;
faible;;;
et;;;
mou;;;
jusqu';;;
a;;;
la;;;
lachete;;;
.;;;
Elle;;;
se;;;
disait;;;
:;;;
Un;;;
beau;;;
matin;;;
,;;;
son;;;
"
";;;
frere;;;
va;;;
revenir;;;
et;;;
me;;;
l';;;
enlever;;;
pour;;;
le;;;
rendre;;;
a;;;
sa;;;
porcelainiere;;;
.;;;
Lui;;;
"
";;;
se;;;
disait;;;
:;;;
a;;;
Un;;;
de;;;
ces;;;
jours;;;
,;;;
lassee;ORG;ORG;ORG
de;;;
la;;;
vie;;;
qu';;;
elle;;;
mene;;;
,;;;
elle;;;
s';;;
envolerazrz2;;;
"
";;;
LE;PER;PER;PER
PETIT;PER;PER;PER
CHOSE;;;
"
";;;
avec;;;
un;;;
monsieur;;;
de;;;
Huit;MISC;MISC;MISC
-;MISC;MISC;MISC
a;MISC;MISC;MISC
-;MISC;MISC;MISC
Dix;MISC;MISC;MISC
,;;;
et;;;
moi;;;
,;;;
je;;;
resterai;;;
seul;;;
dans;;;
la;;;
fange;;;
...;;;
"
";;;
Cette;;;
crainte;;;
eternelle;;;
qu';;;
ils;;;
avaient;;;
de;;;
se;;;
perdre;;;
faisait;;;
le;;;
plus;;;
clair;;;
"
";;;
de;;;
leur;;;
amour;;;
.;;;
Ils;;;
ne;;;
s';;;
aimaient;;;
pas;;;
,;;;
et;;;
pourtant;;;
ils;;;
etaient;;;
jaloux;;;
.;;;
"
";;;
Chose;;;
singuliere;;;
,;;;
n';;;
est;;;
-ce;;;
pas;;;
?;;;
que;;;
la;;;
oi;;;
il;;;
n';;;
y;;;
a;;;
pas;;;
d';;;
amour;;;
,;;;
il;;;
"
";;;
puisse;;;
y;;;
avoir;;;
de;;;
la;;;
jalousie;;;
.;;;
Eh;;;
bienl;;;
c';;;
etait;;;
ainsi;;;
..;;;
Quand;;;
elle;;;
par-;;;
"
";;;
lait;;;
familierement;;;
a;;;
quelqu';;;
un;;;
du;;;
theatre;;;
,;;;
il;;;
devenait;;;
pale;;;
.;;;
Quand;;;
il;;;
"
";;;
recevait;;;
une;;;
lettre;;;
,;;;
elle;;;
se;;;
jetait;;;
dessus;;;
et;;;
la;;;
decachetait;;;
avec;;;
des;;;
mains;;;
"
";;;
tremblantes;;;
...;;;
Le;;;
plus;;;
souvent;;;
,;;;
c';;;
etait;;;
une;;;
lettre;;;
de;;;
Jacques;PER;PER;PER
.;;;
Elle;;;
la;;;
"
";;;
lisait;;;
jusqu';;;
au;;;
bout;;;
en;;;
ricanant;;;
,;;;
puis;;;
la;;;
jetait;;;
sur;;;
un;;;
meuble;;;
:;;;
Toujours;;;
"
";;;
la;;;
meme;;;
chose;;;
,;;;
disait;;;
-elle;;;
avec;;;
dedain;;;
.;;;
Helasl;PER;PER;PER
ouil;PER;PER;PER
toujours;;;
la;;;
meme;;;
"
";;;
chose;;;
,;;;
c';;;
est;;;
-;;;
a;;;
-;;;
dire;;;
le;;;
devouement;;;
,;;;
la;;;
generosite;;;
,;;;
l';;;
abnegation;;;
.;;;
C';;;
est;;;
"
";;;
bien;;;
pour;;;
cela;;;
qu';;;
elle;;;
detestait;;;
tant;;;
le;;;
frere;;;
...;;;
"
";;;
Le;;;
brave;;;
acques;;;
ne;;;
s';;;
en;;;
doutait;;;
pas;;;
,;;;
lui;;;
.;;;
Il;;;
ne;;;
se;;;
doutait;;;
de;;;
rien;;;
.;;;
"
";;;
On;;;
lui;;;
ecrivait;;;
que;;;
tout;;;
allait;;;
bien;;;
,;;;
que;;;
la;;;
Comedie;MISC;MISC;MISC
pastorale;MISC;MISC;MISC
etait;;;
aux;;;
"
";;;
trois;;;
quarts;;;
vendue;;;
,;;;
et;;;
qu';;;
a;;;
l';;;
echeance;;;
des;;;
billets;;;
on;;;
trouverait;;;
chez;;;
"
";;;
les;;;
libraires;;;
tout;;;
l';;;
argent;;;
qu';;;
il;;;
faudrait;;;
pour;;;
faire;;;
face;;;
.;;;
Confiant;;;
et;;;
"
";;;
bon;;;
comme;;;
toujours;;;
,;;;
il;;;
continuait;;;
d';;;
envoyer;;;
les;;;
cents;;;
francs;;;
du;;;
mois;;;
"
";;;
rue;LOC;LOC;LOC
Bonaparte;LOC;LOC;LOC
,;;;
oiu;;;
Coucou;PER;PER;PER
-;PER;PER;PER
Blanc;PER;PER;PER
allait;;;
les;;;
chercher;;;
.;;;
"
";;;
Avec;;;
les;;;
cent;;;
francs;;;
de;;;
acques;;;
et;;;
les;;;
appointements;;;
du;;;
theatre;;;
,;;;
"
";;;
ils;;;
avaient;;;
bien;;;
sur;;;
de;;;
quoi;;;
vivre;;;
,;;;
surtout;;;
dans;;;
ce;;;
quartier;;;
de;;;
pauvres;;;
"
";;;
heres;;;
.;;;
IMais;MISC;MISC;MISC
ni;;;
l';;;
un;;;
ni;;;
l';;;
autre;;;
ils;;;
ne;;;
savaient;;;
,;;;
comme;;;
on;;;
dit;;;
,;;;
ce;;;
que;;;
c';;;
est;;;
"
";;;
que;;;
l';;;
argent;;;
:;;;
lui;;;
,;;;
parce;;;
qu';;;
il;;;
n';;;
en;;;
avait;;;
jamais;;;
eu;;;
";";;;
elle;;;
,;;;
parce;;;
qu';;;
elle;;;
"
";;;
en;;;
avait;;;
toujours;;;
eu;;;
de;;;
trop;;;
.;;;
Aussi;;;
,;;;
quel;;;
gaspillagel;PER;PER;PER
Des;;;
le;;;
g;;;
du;;;
mois;;;
,;;;
"
";;;
la;;;
caisse;;;
-;;;
une;;;
petite;;;
pantoufle;;;
javanaise;;;
en;;;
paille;;;
de;;;
mais;;;
-;;;
la;;;
"
";;;
caisse;;;
etait;;;
vide;;;
.;;;
Il;;;
y;;;
avait;;;
d';;;
abord;;;
le;;;
kakatoes;PER;PER;PER
qui;;;
,;;;
a;;;
lui;;;
seul;;;
,;;;
cotait;;;
"
";;;
autant;;;
a;;;
nourrir;;;
qu';;;
une;;;
personne;;;
de;;;
grandeur;;;
naturelle;;;
.;;;
Il;;;
y;;;
avait;;;
"
";;;
ensuite;;;
le;;;
blanc;;;
,;;;
le;;;
kohl;LOC;LOC;LOC
,;;;
la;;;
poudre;;;
de;;;
riz;;;
,;;;
les;;;
opiats;;;
,;;;
les;;;
pattes;;;
de;;;
"
";;;
lievre;LOC;LOC;LOC
,;;;
tout;;;
l';;;
attirail;;;
de;;;
la;;;
peinture;;;
dramatique;;;
.;;;
Puis;;;
les;;;
brochures;;;
d;;;
"
";;;
theatre;;;
etaient;;;
trop;;;
vieilles;;;
,;;;
trop;;;
fanees;;;
";";;;
madame;PER;PER;PER
voulait;;;
des;;;
bro-;;;
"
";;;
chures;;;
neuves;;;
.;;;
Il;;;
lui;;;
fallait;;;
aussi;;;
des;;;
fleurs;;;
,;;;
beaucoup;;;
de;;;
fleurs;;;
.;;;
Elle;;;
"
";;;
se;;;
serait;;;
passe;;;
de;;;
manger;;;
plutot;;;
que;;;
de;;;
voir;;;
ses;;;
jardinieres;;;
vides;;;
.;;;
"
";;;
En;;;
deux;;;
mois;;;
,;;;
la;;;
maison;;;
fut;;;
criblee;;;
de;;;
dettes;;;
.;;;
On;;;
devait;;;
a;;;
1'hotel;;;
,;;;
"
";;;
au;;;
restaurant;;;
,;;;
au;;;
portier;;;
du;;;
theatre;;;
.;;;
De;;;
temps;;;
en;;;
temps;;;
,;;;
un;;;
fournis-;;;
"
";;;
seur;;;
se;;;
lassait;;;
et;;;
venait;;;
faire;;;
du;;;
bruit;;;
le;;;
matin;;;
.;;;
Ces;;;
jours;;;
-;;;
la;;;
,;;;
en;;;
desespoir;;;
"
";;;
de;;;
tout;;;
,;;;
on;;;
courait;;;
vite;;;
chez;;;
l';;;
imprimeur;;;
de;;;
la;;;
Comedie;MISC;MISC;MISC
pastorale;MISC;MISC;MISC
,;;;
et;;;
"
";;;
on;;;
lui;;;
empruntait;;;
quelques;;;
louis;PER;PER;PER
de;;;
la;;;
part;;;
de;;;
acques;;;
.;;;
L';;;
imprimeur;;;
,;;;
"
";;;
qui;;;
avait;;;
entre;;;
les;;;
mains;;;
le;;;
second;;;
volume;;;
des;;;
fameux;;;
memoires;;;
et;;;
"
";;;
savait;;;
Jacques;PER;PER;PER
toujours;;;
secretaire;;;
de;;;
M.;PER;PER;PER
d';PER;PER;PER
Hacqueville;PER;PER;PER
,;;;
ouvrait;;;
saTOcoLOTOoTIGNAN;;;
"
";;;
z3;;;
"
";;;
bourse;;;
sans;;;
mefiance;;;
.;;;
De;;;
louis;PER;PER;PER
en;;;
louis;PER;PER;PER
,;;;
on;;;
etait;;;
arrive;;;
a;;;
lui;;;
emprunter;;;
"
";;;
quatre;;;
cents;;;
francs;;;
qui;;;
,;;;
joints;;;
aux;;;
neuf;;;
cents;;;
de;;;
la;;;
Comedie;MISC;MISC;MISC
pastorale;MISC;MISC;MISC
,;;;
"
";;;
portaient;;;
la;;;
dette;;;
de;;;
Jacques;PER;PER;PER
jusqu';;;
a;;;
treize;;;
cents;;;
francs;;;
.;;;
"
";;;
Pauvre;;;
mere;PER;PER;PER
acquesl;PER;PER;PER
que;;;
de;;;
desastres;PER;PER;PER
l';;;
attendaient;;;
a;;;
son;;;
retourl;;;
"
";;;
Daniel;PER;PER;PER
disparu;;;
,;;;
les;;;
yeux;;;
noirs;;;
en;;;
larmes;;;
,;;;
pas;;;
un;;;
volume;;;
vendu;;;
et;;;
"
";;;
treize;;;
cents;;;
francs;;;
a;;;
payer;;;
.;;;
Comment;;;
se;;;
tirerait;;;
-il;;;
de;;;
la;;;
...;;;
La;;;
creole;;;
"
";;;
ne;;;
s';;;
inquietait;;;
gure;;;
,;;;
elle;;;
.;;;
Mais;;;
lui;;;
,;;;
le;;;
petit;;;
Chose;PER;PER;PER
,;;;
cette;;;
pensee;;;
ne;;;
le;;;
"
";;;
quittait;;;
pas;;;
.;;;
C';;;
etait;;;
une;;;
obsession;;;
,;;;
une;;;
angoisse;;;
perpetuelle;;;
.;;;
Il;;;
avait;;;
"
";;;
beau;;;
chercher;;;
a;;;
s';;;
etourdir;;;
,;;;
travailler;;;
comme;;;
un;;;
forcat;;;
(;;;
et;;;
de;;;
quel;;;
"
";;;
travail;;;
,;;;
juste;;;
Dieul;PER;PER;PER
);;;
,;;;
apprendre;;;
de;;;
nouvelles;;;
bouffonneries;;;
,;;;
etudier;;;
"
";;;
devant;;;
son;;;
miroir;;;
de;;;
nouvelles;;;
grimaces;;;
,;;;
toujours;;;
le;;;
miroir;;;
lui;;;
ren-;;;
"
";;;
voyait;;;
l';;;
image;;;
de;;;
Jacques;PER;PER;PER
au;;;
lieu;;;
de;;;
la;;;
sienne;;;
";";;;
entre;;;
les;;;
lignes;;;
de;;;
son;;;
"
";;;
rOle;MISC;MISC;MISC
,;;;
au;;;
lieu;;;
de;;;
Langlumeau;LOC;LOC;LOC
,;;;
de;;;
Josias;PER;PER;PER
et;;;
autres;;;
personnages;;;
de;;;
vau-;;;
"
";;;
deville;;;
,;;;
il;;;
ne;;;
voyait;;;
que;;;
le;;;
nom;;;
de;;;
Jacques;PER;PER;PER
";";;;
Jacques;PER;PER;PER
,;;;
Jacques;PER;PER;PER
,;;;
toujours;;;
"
";;;
Jacquesl;PER;PER;PER
"
";;;
Chaque;;;
matin;;;
,;;;
il;;;
regardait;;;
le;;;
calendrier;;;
avec;;;
terreur;;;
et;;;
,;;;
comptant;;;
"
";;;
les;;;
jours;;;
qui;;;
le;;;
separaient;;;
de;;;
la;;;
premiere;;;
echeance;;;
des;;;
billets;;;
,;;;
il;;;
se;;;
"
";;;
disait;;;
en;;;
frissonnant;;;
:;;;
Plus;;;
qu';;;
un;;;
