Token;Label_AB;Label_AA;Label_CF;Label_LM;Label_MB
"
";;;;;
mbre;;;;;
l';;;;;
a;;;;;
fait;;;;;
rester;;;;;
au;;;;;
lit;;;;;
et;;;;;
la;;;;;
gu6ri;;;;;
.;;;;;
Il;;;;;
asast;LOC;LOC;LOC;LOC;LOC
en-;;;;;
"
";;;;;
core;;;;;
plae6;;;;;
au;;;;;
moulin;;;;;
du;;;;;
bourg;;;;;
";";;;;;
en;;;;;
mal;;;;;
est;;;;;
re-;;;;;
"
";;;;;
venu;;;;;
aux;;;;;
doux;;;;;
jamhes;;;;;
,;;;;;
et;;;;;
il;;;;;
no;;;;;
s';;;;;
an;;;;;
eat;;;;;
pas;;;;;
vuanti;;;;;
.;;;;;
"
";;;;;
Mais;;;;;
cetta;PER;PER;PER;PER;PER
annee;PER;PER;PER;PER;PER
,;;;;;
un;;;;;
pou;;;;;
avant;;;;;
lu;;;;;
Suint;PER;PER;PER;PER;PER
-;PER;PER;PER;PER;PER
laenn;PER;PER;PER;PER;PER
,;;;;;
en;;;;;
"
";;;;;
ohargeant;;;;;
sa;;;;;
voituro;;;;;
,;;;;;
il;;;;;
a;;;;;
laisse;;;;;
tombsr;;;;;
un;;;;;
poinel;;;;;
"
";;;;;
vide;;;;;
sur;;;;;
sajamhe;;;;;
,;;;;;
oet;PER;PER;PER;PER;PER
il;;;;;
y;;;;;
a;;;;;
fait;;;;;
un;;;;;
grand;;;;;
trou;;;;;
";";;;;;
de-;;;;;
"
";;;;;
puis;;;;;
ee;PER;PER;PER;PER;PER
tomps;PER;PER;PER;PER;PER
-;;;;;
lh;;;;;
,;;;;;
il;;;;;
ast;;;;;
chez;;;;;
nous;;;;;
sns;ORG;ORG;ORG;ORG;ORG
travailler;;;;;
.;;;;;
"
";;;;;
";";;;;;
:;;;;;
:;;;;;
--;;;;;
.;;;;;
"
";;;;;
comme;;;;;
s';;;;;
il;;;;;
eit;ORG;ORG;ORG;ORG;ORG
fait;;;;;
un;;;;;
mauvais;;;;;
coup;;;;;
.;;;;;
"
";;;;;
-;;;;;
Pourquoi;;;;;
done;;;;;
non;;;;;
avoir;;;;;
pus;;;;;
purl6;PER;PER;PER;PER;PER
 ;PER;PER;;PER;PER
M.;PER;PER;PER;PER;PER
le;;;;;
"
";;;;;
ur6f;MISC;MISC;MISC;MISC;MISC
"
";MISC;MISC;MISC;MISC;MISC
-;MISC;MISC;MISC;MISC;MISC
IDamel;MISC;MISC;MISC;MISC;MISC
il;;;;;
ns;;;;;
le;;;;;
voulait;;;;;
pas;;;;;
.;;;;;
"
";;;;;
--;;;;;
Etes;;;;;
-vous;;;;;
simple;;;;;
aussi;;;;;
,;;;;;
vous;;;;;
,;;;;;
Claude;PER;PER;PER;PER;PER
,;;;;;
de;;;;;
"
";;;;;
lavoir;;;;;
6oout6l;;;;;
"
";;;;;
-;;;;;
Ce;;;;;
nest;;;;;
pas;;;;;
tout;;;;;
,;;;;;
lennne;;;;;
";";;;;;
il;;;;;
a;;;;;
voulu;;;;;
se;;;;;
d6-;;;;;
"
";;;;;
truire;;;;;
d6jh;;;;;
deux;;;;;
fois;;;;;
,;;;;;
paree;;;;;
qu';;;;;
il;;;;;
s';;;;;
imaginait;;;;;
nous;;;;;
"
";;;;;
0tre;;;;;
 ;;;;;
charge;;;;;
.;;;;;
Je;;;;;
l';;;;;
en;;;;;
ai;;;;;
empeeh6;;;;;
,;;;;;
heureusement;;;;;
,;;;;;
"
 ";;;;;
temps;;;;;
";";;;;;
mais;;;;;
je;;;;;
vois;;;;;
bien;;;;;
que;;;;;
,;;;;;
ecette;PER;PER;PER;PER;PER
fois;;;;;
,;;;;;
il;;;;;
vou-;;;;;
"
";;;;;
laitse;;;;;
laisser;;;;;
.;;;;;
mouri;PER;PER;PER;PER;PER
de;;;;;
faim;;;;;
.;;;;;
"
";;;;;
-Savez;;;;;
-vous;;;;;
,;;;;;
Claude;PER;PER;PER;PER;PER
,;;;;;
que;;;;;
c';;;;;
et;;;;;
6t6;;;;;
une;;;;;
grande;;;;;
"
";;;;;
honte;;;;;
pour;;;;;
votre;;;;;
familled;PER;PER;PER;PER;PER
davoir;PER;PER;PER;PER;PER
un;;;;;
hommne;PER;PER;PER;PER;PER
qui;;;;;
se;;;;;
"
";;;;;
serait;;;;;
tu6l;LOC;LOC;LOC;LOC;LOC
Sans;;;;;
compter;;;;;
que;;;;;
cest;;;;;
un;;;;;
grand;;;;;
peh6;;;;;
"
";;;;;
que;;;;;
de;;;;;
se;;;;;
donner;;;;;
la;;;;;
mort;;;;;
.;;;;;
1000000;;;;;
"
";;;;;
uATRIhI;;;;;
ARTI;ORG;ORG;ORG;ORG;ORG
.;;;;;
"
";;;;;
Rrre;PER;PER;PER;PER;PER
pro;PER;PER;PER;PER;PER
laanne;PER;PER;PER;PER;PER
do;PER;PER;PER;PER;PER
le;PER;PER;PER;PER;PER
guirir;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
a;;;;;
Ohl;PER;PER;PER;PER;PER
Iaann;PER;PER;PER;PER;PER
,;;;;;
vous;;;;;
qui;;;;;
sava;;;;;
tant;;;;;
de;;;;;
ohases;;;;;
,;;;;;
"
";;;;;
vous;;;;;
pouvs;;;;;
bien;;;;;
ma;;;;;
gutrir;;;;;
,;;;;;
si;;;;;
vous;;;;;
le;;;;;
voulez;;;;;
,;;;;;
"
";;;;;
demanda;;;;;
Piarra;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
LL;PER;PER;PER;PER;PER
Muman;PER;PER;PER;PER;PER
,;;;;;
dit;;;;;
lLouis;PER;PER;PER;PER;PER
,;;;;;
il;;;;;
na;;;;;
faut;;;;;
ps;MISC;MISC;MISC;MISC;MISC
le;MISC;MISC;MISC;MISC;MISC
gurir;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
--;;;;;
ouquoi;PER;PER;PER;PER;PER
done;PER;PER;PER;PER;PER
,;;;;;
ptitt;PER;PER;PER;PER;PER
repartit;;;;;
Piee;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
--;;;;;
Purea;PER;PER;PER;PER;PER
que;;;;;
tu;;;;;
n';;;;;
aimes;;;;;
pas;;;;;
le;;;;;
on;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
--;;;;;
Qui;MISC;MISC;MISC;MISC;MISC
ast;MISC;MISC;MISC;MISC;MISC
-;MISC;MISC;MISC;MISC;MISC
s;MISC;MISC;MISC;MISC;MISC
qui;;;;;
ta;;;;;
dit;;;;;
gaYf;;;;;
"
";;;;;
-;;;;;
Poonnae;LOC;LOC;LOC;LOC;LOC
";";;;;;
mais;;;;;
tu;;;;;
as;;;;;
vouh;;;;;
ts;;;;;
tusr;;;;;
pour;;;;;
ne;;;;;
"
";;;;;
paoir;;;;;
,;;;;;
et;;;;;
l;;;;;
n;;;;;
ise;;;;;
P;;;;;
ie;;;;;
"
";;;;;
---;;;;;
Rntends;ORG;ORG;ORG;ORG;ORG
-;ORG;ORG;ORG;ORG;ORG
tu;ORG;ORG;ORG;ORG;ORG
,;;;;;
Pierrat;PER;PER;PER;PER;PER
e';PER;PER;PER;PER;PER
est;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC
qui;;;;;
parle;;;;;
pa;;;;;
"
";;;;;
la;;;;;
bouehe;;;;;
du;;;;;
pauvre;;;;;
simple;;;;;
.;;;;;
n;;;;;
"
";;;;;
Penduant;LOC;LOC;LOC;LOC;LOC
ce;;;;;
temps;;;;;
-;;;;;
lh;;;;;
,;;;;;
oen;ORG;ORG;ORG;ORG;ORG
avait;;;;;
fait;;;;;
la;;;;;
soupe;;;;;
au;;;;;
"
";;;;;
liit;;;;;
,;;;;;
et;;;;;
ierre;PER;PER;PER;PER;PER
la;;;;;
mangea;;;;;
.;;;;;
"
";;;;;
i;PER;PER;PER;PER;PER
Piro;PER;PER;PER;PER;PER
,;;;;;
dit;;;;;
Jenns;PER;PER;PER;PER;PER
peuruei;PER;PER;PER;PER;PER
.;;;;;
eee;ORG;ORG;ORG;ORG;ORG
se;;;;;
"
";;;;;
eeinent;;;;;
de;;;;;
votre;;;;;
mal;;;;;
,;;;;;
n';;;;;
tesvous;;;;;
pas;;;;;
all6;;;;;
ches;;;;;
N.;;;;;
le;;;;;
"
";;;;;
eure;LOC;LOC;LOC;LOC;LOC
,;;;;;
qui;;;;;
ast;;;;;
si;;;;;
habile;;;;;
et;;;;;
si;;;;;
seeourabled;;;;;
"
";;;;;
--;;;;;
lamais;PER;PER;PER;PER;PER
jae;PER;PER;PER;PER;PER
naurais;PER;PER;PER;PER;PER
os6;PER;PER;PER;PER;PER
lui;;;;;
montrer;;;;;
mes;;;;;
"
";;;;;
jamhes;;;;;
.;;;;;
"
  ";;;;;
ous;;;;;
avez;;;;;
mieux;;;;;
iim6;;;;;
offenser;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC
en;;;;;
];;;;;
"
";;;;;
clerehant;;;;;
a;;;;;
vous;;;;;
dtuire;;;;;
,;;;;;
";";;;;;
et;;;;;
rester;;;;;
 ;;;;;
la;;;;;
charge;;;;;
];;;;;
"
";;;;;
e;;;;;
otre;;;;;
fr;LOC;LOC;LOC;LOC;LOC
,;;;;;
qui;;;;;
n';;;;;
est;;;;;
d6jhi;;;;;
ps;;;;;
trop;;;;;
i;;;;;
son;;;;;
aisei;;;;;
];;;;;
"
";;;;;
e;PER;PER;PER;PER;PER
v;PER;PER;PER;PER;PER
ien;PER;PER;PER;PER;PER
woiis;PER;PER;PER;PER;PER
asigner;PER;PER;PER;PER;PER
,;;;;;
maiis;;;;;
seulemet;;;;;
uand;;;;;
];;;;;
"
";;;;;
I;LOC;LOC;LOC;LOC;LOC
,;;;;;
le;;;;;
eure;LOC;LOC;LOC;LOC;LOC
aura;;;;;
vu;;;;;
votre;;;;;
jambe;;;;;
.;;;;;
le;;;;;
vais;;;;;
aller;;;;;
le;;;;;
"
";;;;;
chereher;LOC;LOC;LOC;LOC;LOC
.;;;;;
"
";;;;;
.;;;;;
i;PER;PER;PER;PER;PER
unn;PER;PER;PER;PER;PER
,;;;;;
aynt;PER;PER;PER;PER;PER
dwloppllmbs;PER;PER;PER;PER;PER
,;;;;;
fat;PER;PER;PER;PER;PER
sye;PER;PER;PER;PER;PER
"
";;;;;
de;;;;;
lett;;;;;
de;;;;;
la;;;;;
plais;;;;;
";";;;;;
Pierre;MISC;MISC;MISC;MISC;MISC
,;;;;;
qui;;;;;
sen;PER;PER;PER;PER;PER
aperut;PER;PER;PER;PER;PER
,;;;;;
lui;;;;;
"
";;;;;
dit;;;;;
:;;;;;
"
 ";;;;;
N';;;;;
est-ee;;;;;
pas;;;;;
,;;;;;
monsieur;;;;;
le;;;;;
cure;;;;;
,;;;;;
iue;ORG;ORG;ORG;ORG;ORG
ie;ORG;ORG;ORG;ORG;ORG
ne;;;;;
gue-;;;;;
];;;;;
"
";;;;;
rirai;;;;;
jamaisfIANNE;;;;;
VUVR;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
17;;;;;
"
";;;;;
-=;;;;;
 ;;;;;
ne;;;;;
vous;;;;;
aeucha;;;;;
pts;;;;;
,;;;;;
Imon;PER;PER;PER;PER;PER
grl;PER;PER;PER;PER;PER
,;;;;;
ua;;;;;
e;;;;;
"
";;;;;
aara;PER;PER;PER;PER;PER
lang;PER;PER;PER;PER;PER
et;;;;;
diffloila;PER;PER;PER;PER;PER
:;;;;;
un;;;;;
mal;;;;;
put;;;;;
toujours;;;;;
a;;;;;
gue;;;;;
"
";;;;;
rir;;;;;
quand;;;;;
il;;;;;
est;;;;;
pris;;;;;
 ;;;;;
tempr;;;;;
";";;;;;
mai;;;;;
,;;;;;
quand;;;;;
on;;;;;
le;;;;;
"
";;;;;
guarde;PER;PER;PER;PER;PER
pendant;;;;;
des;;;;;
annies;PER;PER;PER;PER;PER
sans;;;;;
y;;;;;
rien;;;;;
faire;;;;;
,;;;;;
s';;;;;
est;;;;;
"
";;;;;
quelquefois;;;;;
impossiblo;;;;;
.;;;;;
,;;;;;
Il;MISC;MISC;MISC;MISC;MISC
vous;MISC;MISC;MISC;MISC;MISC
Iaudra;MISC;MISC;MISC;MISC;MISC
une;MISC;MISC;MISC;MISC;MISC
gruanlo;MISC;MISC;MISC;MISC;MISC
"
";MISC;MISC;MISC;MISC;MISC
patienoe;MISC;MISC;MISC;MISC;MISC
et;;;;;
une;;;;;
granda;;;;;
duilita;;;;;
pour;;;;;
gu6rir;PER;PER;PER;PER;PER
.;;;;;
n;;;;;
"
";;;;;
Et;;;;;
il;;;;;
Iava;MISC;MISC;MISC;MISC;MISC
la;;;;;
plaia;;;;;
uaveo;;;;;
soin;;;;;
,;;;;;
la;;;;;
pansa;;;;;
aveo;;;;;
de;;;;;
"
";;;;;
la;;;;;
mpommada;PER;PER;PER;PER;PER
ceamphra;PER;PER;PER;PER;PER
itendue;PER;PER;PER;PER;PER
sur;;;;;
de;;;;;
lu;;;;;
charpio;;;;;
,;;;;;
et;;;;;
"
";;;;;
il;;;;;
la;;;;;
suupauda;LOC;LOC;LOC;LOC;LOC
uupuravant;;;;;
avee;;;;;
du;;;;;
cumphre;;;;;
eni;;;;;
"
";;;;;
poudra;;;;;
"
";;;;;
a;;;;;
le;;;;;
viendrai;;;;;
vous;;;;;
punser;;;;;
tous;;;;;
les;;;;;
jours;;;;;
,;;;;;
dit;;;;;
-il;;;;;
"
";;;;;
oen;ORG;ORG;ORG;ORG;ORG
s';;;;;
en;;;;;
allant;;;;;
,;;;;;
Il;MISC;MISC;MISC;MISC;MISC
faut;MISC;MISC;MISC;MISC;MISC
vous;MISC;MISC;MISC;MISC;MISC
coucher;MISC;MISC;MISC;MISC;MISC
t0;PER;PER;PER;PER;PER
t;PER;PER;PER;PER;PER
,;;;;;
vous;;;;;
lever;;;;;
"
";;;;;
tard;;;;;
,;;;;;
et;;;;;
,;;;;;
quand;;;;;
vous;;;;;
serez;;;;;
leve;;;;;
,;;;;;
vous;;;;;
tiendrez;;;;;
vo-;;;;;
"
";;;;;
tre;PER;PER;PER;PER;PER
jamhe;PER;PER;PER;PER;PER
tendue;;;;;
sur;;;;;
une;;;;;
petite;;;;;
chuaise;;;;;
";";;;;;
si;;;;;
vous;;;;;
"
";;;;;
la;;;;;
posez;;;;;
par;;;;;
terre;;;;;
,;;;;;
je;;;;;
n';;;;;
en;;;;;
reponds;PER;PER;PER;PER;PER
pa;PER;PER;PER;PER;PER
.;;;;;
"
";;;;;
Il;;;;;
fiait;;;;;
un;;;;;
beau;;;;;
olair;;;;;
d6;;;;;
lune;;;;;
quund;;;;;
eanne;;;;;
et;;;;;
"
";;;;;
M.;;;;;
le;;;;;
our6;;;;;
sortirent;;;;;
.;;;;;
Le;;;;;
petit;;;;;
Louis;PER;PER;PER;PER;PER
donnait;;;;;
la;;;;;
muin;LOC;LOC;LOC;LOC;LOC
"
";;;;;
h;;;;;
M.;;;;;
le;;;;;
cure;;;;;
,;;;;;
qui;;;;;
l';;;;;
aimait;;;;;
beuaucoup;LOC;LOC;LOC;LOC;LOC
.;;;;;
Ill;;;;;
sarreta;;;;;
et;;;;;
"
";;;;;
dit;;;;;
an;;;;;
montrant;;;;;
le;;;;;
eiel;;;;;
aet;;;;;
les;;;;;
toiles;;;;;
:;;;;;
"
";;;;;
a;;;;;
Qui;;;;;
a;;;;;
fait;;;;;
tout;;;;;
ga;;;;;
"
";;;;;
-;;;;;
Mon;;;;;
enfant;;;;;
,;;;;;
lui;;;;;
dit;;;;;
sa;;;;;
mre;;;;;
,;;;;;
je;;;;;
t';;;;;
ai;;;;;
rpet6;;;;;
"
";;;;;
bien;;;;;
des;;;;;
fois;;;;;
que;;;;;
e';PER;PER;PER;PER;PER
etait;PER;PER;PER;PER;PER
Dieu;MISC;MISC;MISC;MISC;MISC
qui;;;;;
avait;;;;;
fait;;;;;
toutce;;;;;
"
";;;;;
qui;;;;;
est;;;;;
au;;;;;
ciel;;;;;
et;;;;;
sur;;;;;
la;;;;;
terre;;;;;
.;;;;;
n;;;;;
"
";;;;;
Lenfant;PER;PER;PER;PER;PER
quitta;;;;;
la;;;;;
main;;;;;
de;;;;;
M.;PER;PER;PER;PER;PER
le;;;;;
eur6;MISC;MISC;MISC;MISC;MISC
et;;;;;
se;;;;;
mit;;;;;
"
";;;;;
h;;;;;
genoux;;;;;
.;;;;;
"
 ";;;;;
Je;;;;;
veux;;;;;
voir;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC
,;;;;;
dit;;;;;
-il;;;;;
,;;;;;
je;;;;;
veux;;;;;
lui;;;;;
parler.n;;;;;
"
";;;;;
Ils;;;;;
ataient;;;;;
devant;;;;;
la;;;;;
porte;;;;;
de;;;;;
la;;;;;
cure;;;;;
,;;;;;
et;;;;;
ils;;;;;
y;;;;;
"
";;;;;
entrrent;;;;;
teus;;;;;
les;;;;;
trois;;;;;
";";;;;;
M.;PER;PER;PER;PER;PER
le;;;;;
eur6;MISC;MISC;MISC;MISC;MISC
prit;;;;;
le;;;;;
pauvre;;;;;
"
";;;;;
simple;;;;;
sur;;;;;
ses;;;;;
genoux;;;;;
et;;;;;
lui;;;;;
dit;;;;;
:;;;;;
"
";;;;;
a;;;;;
Mon;MISC;MISC;MISC;MISC;MISC
petit;MISC;MISC;MISC;MISC;MISC
Louis;MISC;MISC;MISC;MISC;MISC
,;;;;;
le;;;;;
bon;;;;;
Disu;MISC;MISC;MISC;MISC;MISC
ne;;;;;
se;;;;;
voit;;;;;
pas;;;;;
"
";;;;;
avec;;;;;
les;;;;;
yeux;;;;;
du;;;;;
eorps;;;;;
";";;;;;
mais;;;;;
lon;PER;PER;PER;PER;PER
sent;;;;;
qu';;;;;
il;;;;;
est;;;;;
];;;;;
"
";;;;;
partout;;;;;
.;;;;;
Quand;;;;;
tu;;;;;
roestes;;;;;
des;;;;;
heures;;;;;
entiberes;;;;;
h;;;;;
re-]1a8;;;;;
"
";;;;;
0uAHIMIu;;;;;
PARIIB;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
garler;;;;;
tes;;;;;
roses;;;;;
:;;;;;
peusses;;;;;
,;;;;;
eaat;PER;PER;PER;PER;PER
iui;PER;PER;PER;PER;PER
qui;;;;;
les;;;;;
d6pleie;;;;;
"
";;;;;
et;;;;;
les;;;;;
fait;;;;;
srtir;;;;;
si;;;;;
hllas;PER;PER;PER;PER;PER
da;PER;PER;PER;PER;PER
laura;PER;PER;PER;PER;PER
houtons;PER;PER;PER;PER;PER
";";;;;;
eat;MISC;MISC;MISC;MISC;MISC
lui;;;;;
"
";;;;;
aussi;;;;;
qui;;;;;
laur;PER;PER;PER;PER;PER
donne;;;;;
ctt;PER;PER;PER;PER;PER
honna;PER;PER;PER;PER;PER
oleur;PER;PER;PER;PER;PER
que;;;;;
tu;;;;;
"
";;;;;
aimes;;;;;
tant;;;;;
,;;;;;
Quand;MISC;MISC;MISC;MISC;MISC
tu;MISC;MISC;MISC;MISC;MISC
donnes;MISC;MISC;MISC;MISC;MISC
un;MISC;MISC;MISC;MISC;MISC
moreeau;MISC;MISC;MISC;MISC;MISC
d;MISC;MISC;MISC;MISC;MISC
pain;MISC;MISC;MISC;MISC;MISC
"
";MISC;MISC;MISC;MISC;MISC
i;MISC;MISC;MISC;MISC;MISC
un;MISC;MISC;MISC;MISC;MISC
pauvro;MISC;MISC;MISC;MISC;MISC
,;;;;;
';;;;;
est;;;;;
lui;;;;;
qui;;;;;
te;;;;;
met;;;;;
le;;;;;
cantantamaent;;;;;
"
";;;;;
dans;;;;;
la;;;;;
our;ORG;ORG;ORG;ORG;ORG
";";;;;;
et;;;;;
si;;;;;
tu;;;;;
embrasses;;;;;
ta;;;;;
mro;;;;;
,;;;;;
e';PER;PER;PER;PER;PER
est;;;;;
an-;;;;;
"
";;;;;
ooroe;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC
qui;MISC;MISC;MISC;MISC;MISC
to;MISC;MISC;MISC;MISC;MISC
rend;;;;;
heureux;;;;;
duans;;;;;
toute;;;;;
t;;;;;
petits;;;;;
"
";;;;;
prOnn;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
-;;;;;
C';;;;;
est;;;;;
hon;;;;;
,;;;;;
dit;;;;;
.;;;;;
lLouis;PER;PER;PER;PER;PER
,;;;;;
jo;;;;;
vas;;;;;
l';;;;;
coutor;;;;;
.;;;;;
"
";;;;;
-;;;;;
vaynin;;;;;
,;;;;;
iaiis;MISC;MISC;MISC;MISC;MISC
.;;;;;
de;;;;;
stonttot;LOC;LOC;LOC;LOC;LOC
"
";;;;;
pas;;;;;
aussi;;;;;
mlheureux;PER;PER;PER;PER;PER
ue;PER;PER;PER;PER;PER
vous;PER;PER;PER;PER;PER
le;PER;PER;PER;PER;PER
eroye;PER;PER;PER;PER;PER
";";;;;;
il;;;;;
eom-;;;;;
"
";;;;;
prend;;;;;
Dieu;MISC;MISC;MISC;MISC;MISC
.;;;;;
"
";;;;;
eane;;;;;
ronde;;;;;
atguarite;;;;;
"
";;;;;
Quelques;;;;;
jours;;;;;
apr;;;;;
,;;;;;
Jeanne;PER;PER;PER;PER;PER
all;;;;;
voir;;;;;
Pierre;MISC;MISC;MISC;MISC;MISC
";";;;;;
];;;;;
"
";;;;;
alle;;;;;
trouva;;;;;
Marguerite;PER;PER;PER;PER;PER
tqui;PER;PER;PER;PER;PER
travaillait;;;;;
devant;;;;;
sn;;;;;
];;;;;
"
";;;;;
porte;;;;;
.;;;;;
"
 ";;;;;
Marguerit;PER;PER;PER;PER;PER
,;;;;;
lui;;;;;
ditelle;;;;;
,;;;;;
il;;;;;
n;;;;;
me;;;;;
semble;;;;;
gure;;;;;
"
";;;;;
naturel;;;;;
que;;;;;
Pierre;MISC;MISC;MISC;MISC;MISC
ait;;;;;
voulu.se;;;;;
d6truire;;;;;
h;;;;;
trois;;;;;
fois;;;;;
];;;;;
"
";;;;;
diff6rentes;;;;;
";";;;;;
il;;;;;
a;;;;;
son;;;;;
tiers;;;;;
dans;;;;;
votre;;;;;
maison;;;;;
et;;;;;
];;;;;
"
";;;;;
dans;;;;;
votre;;;;;
champ;;;;;
,;;;;;
et;;;;;
il;;;;;
lui;;;;;
reste;;;;;
bien;;;;;
un;;;;;
pe;;;;;
];;;;;
"
";;;;;
dargent;;;;;
de;;;;;
ses;;;;;
gages;;;;;
.;;;;;
Je;;;;;
parierais;;;;;
que;;;;;
tu;;;;;
lui;;;;;
as;;;;;
];;;;;
"
";;;;;
dit;;;;;
quelque;;;;;
chose;;;;;
.;;;;;
"
 ";;;;;
`;;;;;
Lin;PER;PER;PER;PER;PER
nisu;PER;PER;PER;PER;PER
.;;;;;
psgnsee;PER;PER;PER;PER;PER
,;;;;;
v;PER;PER;PER;PER;PER
,;;;;;
esnsol;;;;;
];;;;;
"
";;;;;
Je;;;;;
Iui;PER;PER;PER;PER;PER
disais;;;;;
qu';;;;;
il;;;;;
6taitai;;;;;
bout;;;;;
de;;;;;
 ;;;;;
ason;PER;PER;PER;PER;PER
argent;;;;;
,;;;;;
et;;;;;
];;;;;
"
";;;;;
que;;;;;
,;;;;;
qiand;LOC;LOC;LOC;LOC;LOC
il;;;;;
n';;;;;
en;;;;;
aurasit;;;;;
plus;;;;;
,;;;;;
nous;;;;;
ne;;;;;
pourrions;;;;;
];;;;;
"
";;;;;
pas;;;;;
 ;;;;;
le;;;;;
grdser;;;;;
,;;;;;
paree;;;;;
que;;;;;
nous;;;;;
tions;;;;;
djh;MISC;MISC;MISC;MISC;MISC
trop;;;;;
];;;;;
"
";;;;;
dans;;;;;
la;;;;;
maison;;;;;
.;;;;;
"
";;;;;
e;;;;;
 ;;;;;
];;;;;
"
";;;;;
L;;;;;
Non;;;;;
pasl;;;;;
il;;;;;
ast;;;;;
bien;;;;;
hon;;;;;
,;;;;;
auds;;;;;
,;;;;;
mais;;;;;
ilJEANN;;;;;
VEUVkE.;MISC;MISC;MISC;MISC;MISC
"
";;;;;
19;;;;;
"
";;;;;
m';;;;;
aurait;;;;;
donn;;;;;
une;;;;;
honne;;;;;
tane;;;;;
,;;;;;
s';;;;;
il;;;;;
m';;;;;
avait;;;;;
en-;;;;;
"
";;;;;
tendue;;;;;
parler;;;;;
eomme;;;;;
a;;;;;
i;;;;;
son;;;;;
fre;;;;;
.;;;;;
"
";;;;;
-;;;;;
t;;;;;
tu;;;;;
as;;;;;
eu;;;;;
le;;;;;
emur;;;;;
de;;;;;
de;;;;;
des;;;;;
ehoses;;;;;
pu-;;;;;
"
";;;;;
reilles;;;;;
h;;;;;
cet;;;;;
infirme;;;;;
,;;;;;
au;;;;;
frira;;;;;
de;;;;;
ton;;;;;
hommel;;;;;
"
";;;;;
-;;;;;
Tiens;;;;;
,;;;;;
voilh;PER;PER;PER;PER;PER
-t;PER;PER;PER;PER;PER
-il;PER;PER;PER;PER;PER
pusl;PER;PER;PER;PER;PER
"
";;;;;
-;;;;;
Il;;;;;
ne;;;;;
ta;;;;;
rendait;;;;;
done;;;;;
pus;;;;;
quelques;;;;;
saorvices;;;;;
"
";;;;;
-;;;;;
Si;;;;;
fait;;;;;
:;;;;;
il;;;;;
chauffait;;;;;
le;;;;;
four;;;;;
et;;;;;
enfournait;;;;;
la;;;;;
"
";;;;;
pain;;;;;
";";;;;;
il;;;;;
fisuait;;;;;
des;;;;;
mues;;;;;
et;;;;;
des;;;;;
puniers;;;;;
que;;;;;
je;;;;;
"
";;;;;
vendais;;;;;
i;;;;;
la;;;;;
ville;;;;;
,;;;;;
oi;;;;;
le;;;;;
meunier;;;;;
me;;;;;
les;;;;;
eondui-;;;;;
"
";;;;;
suit;;;;;
";";;;;;
nfin;;;;;
,;;;;;
il;;;;;
s';;;;;
oeeupait;;;;;
toujours;;;;;
";";;;;;
il;;;;;
gardait;;;;;
aussi;;;;;
"
";;;;;
les;;;;;
petits;;;;;
et;;;;;
leur;;;;;
faisait;;;;;
des;;;;;
amusettes;;;;;
.;;;;;
"
";;;;;
-;;;;;
kEt;;;;;
tu;;;;;
as;;;;;
pu;;;;;
lui;;;;;
reproeher;;;;;
le;;;;;
pain;;;;;
qu';;;;;
il;;;;;
mun-;;;;;
"
";;;;;
geait;;;;;
et;;;;;
qu';;;;;
il;;;;;
ggnait;;;;;
bien;;;;;
,;;;;;
ma;;;;;
foil;;;;;
Marguerite;MISC;MISC;MISC;MISC;MISC
,;;;;;
je;;;;;
"
";;;;;
mourrais;;;;;
de;;;;;
honte;;;;;
si;;;;;
j';;;;;
etais;;;;;
i;;;;;
ta;;;;;
placo;;;;;
.;;;;;
MSi;PER;PER;PER;PER;PER
Pierre;PER;PER;PER;PER;PER
"
";PER;PER;PER;PER;PER
stit;PER;PER;PER;PER;PER
d6truit;;;;;
,;;;;;
tu;;;;;
en;;;;;
aurais;;;;;
repondu;;;;;
devant;;;;;
Dien;LOC;LOC;LOC;LOC;LOC
.;;;;;
"
";;;;;
-;;;;;
leunne;;;;;
,;;;;;
tu;;;;;
me;;;;;
fais;;;;;
toujours;;;;;
peur;;;;;
";";;;;;
je-;PER;PER;PER;PER;PER
ne;;;;;
suis;;;;;
"
";;;;;
pourltant;;;;;
pas;;;;;
mechante;;;;;
.;;;;;
"
";;;;;
-;;;;;
C';;;;;
est;;;;;
vrai;;;;;
,;;;;;
tu;;;;;
n';;;;;
es;;;;;
pas;;;;;
meehante;;;;;
au;;;;;
fond;;;;;
";";;;;;
"
";;;;;
mais;;;;;
cest;;;;;
pire;;;;;
que;;;;;
s.tu.letas,.parce;;.parce;;;.parce
que;;;;;
ti;PER;PER;PER;PER;PER
ne;;;;;
"
";;;;;
penses;;;;;
jamais;;;;;
ni;;;;;
